1007299507-f075 | http://is2.auto.ru/all/images/a8/cc/60x45/a8cc491d.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9c9999 | 65 000 |  2000  |  152 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1006632867-bbfbc | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #ffefd5 | 45 000 |  1998  |  45 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Мытищи | 13.01.15
1006632559-27df8a | http://is11.auto.ru/all/images/75/c4/60x45/75c4028b.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #0088ff | 75 000 |  2001  |  178 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Иваново | 12.01.15
1006568431-576e | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #000000 | 90 000 |  2002  |  145 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006631097-81de5 | http://is18.auto.ru/all/images/34/b3/60x45/34b3e508.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 90 000 |  2001  |  92 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Орел | 12.01.15
1001616737-7f90d0 | http://is9.auto.ru/all/images/94/1b/60x45/941be40e.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 80 000 |  2004  |  80 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Белгород | 12.01.15
1006631445-b8eeb | http://is15.auto.ru/all/images/35/e9/60x45/35e958d2.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 100 000 |  2003  |  45 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Железногорск | 12.01.15
1006630047-0f963 | http://is12.auto.ru/all/images/02/17/60x45/02175447.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 105 000 |  2003  |  130 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Камышин | 12.01.15
1006364815-01aba | http://is7.auto.ru/all/images/4d/8d/60x45/4d8d325d.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 70 000 |  2002  |  25 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Курск | 12.01.15
1006629659-0d4c1 | http://is6.auto.ru/all/images/e9/d6/60x45/e9d6171e.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 35 000 |  2000  |  140 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Черноголовка | 12.01.15
1006629533-2457af | http://is9.auto.ru/all/images/f9/e3/60x45/f9e3dca7.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #FFFFFF | 72 000 |  2001  |  150 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Лиски | 12.01.15
1003436306-279ce7 | http://is13.auto.ru/all/images/cd/c8/60x45/cdc8ef69.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #0000FF | 90 000 |  2004  |  150 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Тула | 12.01.15
1006628419-a25b9 | http://is18.auto.ru/all/images/e0/3f/60x45/e03f57db.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 89 000 |  2003  |  85 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Ярославль | 12.01.15
1006628717-4c00e2 | http://is14.auto.ru/all/images/24/37/60x45/2437ee4f.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 75 000 |  2000  |  110 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006628523-5ae7 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9c9999 | 80 000 |  2003  |  192 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Электрогорск | 12.01.15
1004436125-32df8 | http://is2.auto.ru/all/images/e7/7d/60x45/e77d7443.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 25 000 |  2002  |  210 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Кировск | 12.01.15
1006627577-8faa10 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FFFFFF | 52 000 |  1999  |  190 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006626321-59ea7a | http://is7.auto.ru/all/images/93/30/60x45/93303f27.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 105 000 |  2003  |  70 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006315303-7c33 | http://is18.auto.ru/all/images/d8/ee/60x45/d8ee5702.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 95 000 |  2001  |  230 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Курск | 12.01.15
1006465105-b7684b | http://is6.auto.ru/all/images/95/82/60x45/9582c559.jpg |  ВАЗ 2109 21091.3 MT (64 л.с.)  | #FF0000 | 55 000 |  1990  |  150 000 км  |  1.3 MT (64 л.с.)хэтчбек, бензин, передний  | Липецк | 12.01.15
1006626595-0357 | http://is2.auto.ru/all/images/56/36/60x45/56361a08.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 120 000 |  2004  |  185 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Рязань | 12.01.15
1006625445-2864d6 | http://is6.auto.ru/all/images/d1/5f/60x45/d15fc2f0.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FF0000 | 50 000 |  1993  |  66 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Тольятти | 12.01.15
1006620829-5018 | http://is16.auto.ru/all/images/fb/dc/60x45/fbdc80ce.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 85 000 |  2003  |  126 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006624779-9d65a | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 90 000 |  2003  |  50 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Вязьма | 12.01.15
1006623123-dbc1b | http://is17.auto.ru/all/images/f4/6a/60x45/f46a258f.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #0000FF | 64 000 |  2004  |  160 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Ярославль | 12.01.15
1006624223-479b03 | http://is9.auto.ru/all/images/b1/d7/60x45/b1d7fb64.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9966CC | 95 000 |  2001  |  161 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
50197874-9e117 | http://is15.auto.ru/all/images/9a/b2/60x45/9ab2d58f.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 115 000 |  2000  |  120 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Великие Луки | 12.01.15
1006622113-c2d0 | http://is9.auto.ru/all/images/bb/88/60x45/bb88d6bb.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 50 000 |  2000  |  187 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Чернь | 12.01.15
1006622717-41e1 | http://is3.auto.ru/all/images/b4/bf/60x45/b4bff793.jpg |  ВАЗ 2109 21091.3 MT (64 л.с.)  | #000000 | 45 000 |  1994  |  140 000 км  |  1.3 MT (64 л.с.)хэтчбек, бензин, передний  | Тула | 12.01.15
1006469445-f29c4 | http://is13.auto.ru/all/images/d5/2b/60x45/d52b74c1.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 55 000 |  2004  |  90 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Муром | 12.01.15
1006620777-018199 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 110 000 Правый руль |  2003  |  130 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Рассказово | 12.01.15
1006620437-3c539d | http://is3.auto.ru/all/images/37/3c/60x45/373ce209.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 70 000 |  2001  |  180 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Выборг | 12.01.15
1002543883-cef08c | http://is2.auto.ru/all/images/dd/c6/60x45/ddc60b58.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #FFFFFF | 60 000 |  1997  |  50 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Липецк | 12.01.15
1003624936-f9ee81 | http://is4.auto.ru/all/images/5d/b6/60x45/5db6d9f0.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 95 000 |  2003  |  150 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006618615-3458 | http://is12.auto.ru/all/images/35/e1/60x45/35e12516.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 46 000 |  1998  |  169 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006155271-621f | http://is10.auto.ru/all/images/24/90/60x45/2490f97b.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #ffefd5 | 25 000 |  1995  |  200 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Белгород | 12.01.15
1006616643-19cc2 | http://is11.auto.ru/all/images/25/c2/60x45/25c2c97b.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 60 000 |  2002  |  121 500 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Мытищи | 12.01.15
1006523589-791808 | http://is10.auto.ru/all/images/e4/76/60x45/e476e5cf.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9966CC | 76 000 |  2000  |  10 100 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Липецк | 12.01.15
1006616215-d9cd3f | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 45 000 |  1998  |  30 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Брянск | 12.01.15
1006616329-684ac | http://is14.auto.ru/all/images/af/c6/60x45/afc63f75.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #FFCC00 | 65 000 |  2002  |  100 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006614997-4317 | http://is7.auto.ru/all/images/a7/71/60x45/a7711063.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 120 000 |  2002  |  97 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Челябинск | 12.01.15
1006168045-294d5f | http://is13.auto.ru/all/images/44/8e/60x45/448e4113.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 87 000 |  2003  |  100 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006606665-2d440 | http://is8.auto.ru/all/images/19/cb/60x45/19cbc187.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FF0000 | 119 000 |  2004  |  95 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006576773-85f2e | http://is9.auto.ru/all/images/bc/5f/60x45/bc5fda18.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #0000FF | 80 000 |  2003  |  118 800 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Серпухов | 12.01.15
1006575459-7abb2 | http://is6.auto.ru/all/images/96/74/60x45/96749397.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 95 000 |  2002  |  140 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
1004775583-27799 | http://is12.auto.ru/all/images/45/0f/60x45/450f133d.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 95 000 |  2003  |  105 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Белгород | 11.01.15
1006524067-37f5 | http://is10.auto.ru/all/images/55/7a/60x45/557af12c.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 55 000 |  1999  |  83 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Клин | 11.01.15
1006572911-d569 | http://is5.auto.ru/all/images/0c/a3/60x45/0ca3d4a4.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #0000FF | 50 000 |  1999  |  150 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Данков | 11.01.15
1006570711-bdc03b | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #0000FF | 212 000 |  2006  |  47 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Клин | 11.01.15
1006570695-df5f2 | http://is12.auto.ru/all/images/94/22/60x45/9422cc9e.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 60 000 |  2001  |  150 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Чебоксары | 11.01.15
1006569351-b01d | http://is14.auto.ru/all/images/e1/d0/60x45/e1d0dce8.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 70 000 |  2002  |  120 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Курск | 11.01.15
1006568767-a4e40 | http://is11.auto.ru/all/images/25/e7/60x45/25e7dd50.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 30 000 |  1999  |  110 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
1006568725-309faa | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 21091.3 MT (64 л.с.)  | #926547 | 50 000 |  1995  |  5 000 км  |  1.3 MT (64 л.с.)хэтчбек, бензин, передний  | Благовещенка | 11.01.15
1006411593-2fdae9 | http://is6.auto.ru/all/images/fb/85/60x45/fb8512cc.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9c9999 | 50 000 |  1999  |  200 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Шебекино | 11.01.15
1005815361-b2665 | http://is16.auto.ru/all/images/a5/83/60x45/a5838f34.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 90 000 |  1998  |  41 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 11.01.15
1004427333-7749b3 | http://is16.auto.ru/all/images/ce/6d/60x45/ce6dc8e5.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9c9999 | 85 000 |  2001  |  220 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Тамбов | 11.01.15
1006565149-0458c6 | http://is16.auto.ru/all/images/a5/84/60x45/a584e16c.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 35 000 |  2000  |  120 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Шатура | 11.01.15
1004329653-e830 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 35 000 |  2000  |  76 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Нижний Новгород | 11.01.15
1001893689-ed99 | http://is8.auto.ru/all/images/e1/f2/60x45/e1f2b898.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FF0000 | 25 010 |  1989  |  199 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
1006158457-854bb | http://is3.auto.ru/all/images/1a/47/60x45/1a47542d.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 20 000 |  1999  |  1 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
1006368005-fc0692 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9966CC | 75 000 |  2000  |  147 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Курск | 11.01.15
1006525393-b687 | http://is16.auto.ru/all/images/c3/37/60x45/c3377cac.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 62 000 |  1999  |  145 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Прямицыно | 11.01.15
1006265987-8652e5 | http://is5.auto.ru/all/images/c6/2b/60x45/c62b3747.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9c9999 | 37 000 |  1991  |  120 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Ярославль | 11.01.15
1006524545-3d3f | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 65 000 |  2002  |  70 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
1006524487-e4fb3f | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 13 000 |  1997  |  60 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
1006524137-60a596 | http://is5.auto.ru/all/images/fe/d9/60x45/fed9cb08.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9c9999 | 65 000 |  1998  |  36 418 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
1006523871-eb5aa7 | http://is6.auto.ru/all/images/5d/a4/60x45/5da4ba60.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9966CC | 70 019 |  1998  |  20 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Смоленск | 10.01.15
1006213525-b657 | http://is17.auto.ru/all/images/d3/fc/60x45/d3fc6a94.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9966CC | 105 000 |  2001  |  150 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Орехово-Зуево | 10.01.15
1006523259-302d5 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21091.5 MT (08 л.с.)  | #ffefd5 | 57 000 |  2000  |  169 000 км  |  1.5 MT (08 л.с.)хэтчбек, бензин, передний  | Самара | 10.01.15
1006522699-85784 | http://is3.auto.ru/all/images/ee/07/60x45/ee078b75.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9966CC | 75 000 |  1999  |  134 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Красный Сулин | 10.01.15
1006522681-70ebd | http://is4.auto.ru/all/images/2d/07/60x45/2d07d13f.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 70 000 |  2001  |  137 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 10.01.15
1002881227-561be | http://is9.auto.ru/all/images/b8/a3/60x45/b8a3a614.jpg |  ВАЗ 2109 210961.3 MT (64 л.с.)  | #FF0000 | 38 000 |  1987  |  179 000 км  |  1.3 MT (64 л.с.)хэтчбек, бензин, передний  | Орел | 10.01.15
1006521725-5298 | http://is9.auto.ru/all/images/73/19/60x45/7319defe.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 53 000 |  1999  |  138 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Вичуга | 10.01.15
1006521269-6ddb | http://is3.auto.ru/all/images/9e/6d/60x45/9e6d5577.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 45 000 |  2002  |  100 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
1006521157-6e1c55 | http://is18.auto.ru/all/images/ca/38/60x45/ca387cee.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #ffefd5 | 150 000 |  2005  |  67 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
1006520311-47373a | http://is8.auto.ru/all/images/9a/78/60x45/9a78269a.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9c9999 | 95 000 |  2005  |  46 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Тамбов | 10.01.15
46405660-a7f381 | http://is3.auto.ru/all/images/80/72/60x45/80727a3a.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9c9999 | 70 000 |  2001  |  118 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
