1007247951-d1d745 | http://is13.auto.ru/all/images/20/9f/60x45/209f7e7b.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #9c9999 | 235 000 |  2011  |  53 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Хлевное | 22.01.15
1006867853-4934 | http://is18.auto.ru/all/images/8a/2d/60x45/8a2d5f41.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #000000 | 250 000 |  2012  |  20 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Курск | 16.01.15
1006867809-a8718 | http://is17.auto.ru/all/images/8a/f3/60x45/8af3305d.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #000000 | 245 000 |  2013  |  39 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Рязань | 16.01.15
1005105861-51568 | http://is16.auto.ru/all/images/8a/b1/60x45/8ab1cfe9.jpg |  ВАЗ 21141.6 MT  | #9966CC | 150 000 |  2004  |  199 000 км  |  1.6 MTхэтчбек, бензин, передний  | Белореченск | 16.01.15
1006866099-b6a0 | http://is18.auto.ru/all/images/04/df/60x45/04dfc05d.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #9c9999 | 212 000 |  2011  |  82 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Москва | 16.01.15
1006866097-9d3b | http://is17.auto.ru/all/images/52/2b/60x45/522b2523.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 125 000 |  2007  |  172 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Обнинск | 16.01.15
1005650051-d87cf | http://is11.auto.ru/all/images/64/2b/60x45/642b9d7b.jpg |  ВАЗ 21141.6 MT (90 л.с.) 211440-24  | #9c9999 | 175 000 |  2009  |  130 000 км  |  1.6 MT (90 л.с.) 211440-24хэтчбек, бензин, передний  | Ставрополь | 16.01.15
1006864885-d35d | http://is17.auto.ru/all/images/a4/8c/60x45/a48c5984.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #000000 | 165 000 |  2010  |  69 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Киров | 16.01.15
1006738923-20443 | http://is14.auto.ru/all/images/ad/ff/60x45/adff6871.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #34ba2b | 155 000 |  2010  |  90 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Чебоксары | 16.01.15
1003072464-a3b9 | http://is11.auto.ru/all/images/07/2f/60x45/072fe3f0.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #34ba2b | 104 331 |  2004  |  192 400 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Москва | 16.01.15
1006860395-8925ef | http://is11.auto.ru/all/images/f0/55/60x45/f0555bdf.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #9c9999 | 175 000 |  2011  |  50 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Ижевск | 16.01.15
1006524417-25c77e | http://is12.auto.ru/all/images/22/e7/60x45/22e7dd1e.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 120 000 |  2005  |  159 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Нижний Новгород | 16.01.15
1004228563-35b846 | http://is18.auto.ru/all/images/50/53/60x45/505337ae.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 270 000 |  2013  |  11 600 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Москва | 16.01.15
1006863213-8762d | http://is8.auto.ru/all/images/5a/8c/60x45/5a8ccd5d.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #000000 | 170 000 |  2008  |  70 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Рассказово | 16.01.15
1006863031-97e9 | http://is2.auto.ru/all/images/e5/e6/60x45/e5e6cbe5.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 115 500 |  2006  |  75 321 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Москва | 16.01.15
1005256169-d9af49 | http://is11.auto.ru/all/images/06/83/60x45/06837b3c.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #9c9999 | 200 000 |  2011  |  80 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Москва | 16.01.15
1006862167-099b | http://is12.auto.ru/all/images/91/86/60x45/9186cde3.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 170 000 |  2010  |  154 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Красноярск | 16.01.15
1006862079-e622db | http://is16.auto.ru/all/images/65/c3/60x45/65c31010.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #34ba2b | 145 000 |  2007  |  93 500 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Саратов | 16.01.15
1003904238-e3829e | http://is4.auto.ru/all/images/1e/39/60x45/1e39974d.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 120 000 |  2005  |  66 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1004701013-7e58 | http://is18.auto.ru/all/images/b9/51/60x45/b951d2df.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #0000FF | 120 000 |  2005  |  110 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Москва | 16.01.15
1006861417-cfa9 | http://is12.auto.ru/all/images/c7/8c/60x45/c78cf6e3.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 80 000 |  2003  |  120 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Сергиевск | 16.01.15
1006861159-3b06 | http://is11.auto.ru/all/images/90/69/60x45/90691b8a.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 120 000 |  2006  |  90 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Старый Оскол | 16.01.15
1006860497-d7110 | http://is6.auto.ru/all/images/8c/8e/60x45/8c8e12fe.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #9c9999 | 125 000 |  2007  |  140 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Борисоглебск | 16.01.15
1006860331-ad2d07 | http://is10.auto.ru/all/images/83/1c/60x45/831c2895.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #34ba2b | 245 000 |  2012  |  10 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Смоленск | 16.01.15
1006859827-5b80 | http://is15.auto.ru/all/images/16/b7/60x45/16b7664e.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #9c9999 | 195 000 |  2011  |  41 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Рязань | 16.01.15
1006858923-e379 | http://is6.auto.ru/all/images/e8/17/60x45/e8176458.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #9c9999 | 255 000 |  2013  |  10 900 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Москва | 16.01.15
1006465425-640fd8 | http://is17.auto.ru/all/images/08/46/60x45/08463849.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 110 000 |  2005  |  100 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Иваново | 16.01.15
1001655059-e19f | http://is5.auto.ru/all/images/a3/de/60x45/a3de1bc6.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #0000FF | 90 000 |  2005  |  110 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Брянск | 16.01.15
1006857331-d21dce | http://is16.auto.ru/all/images/ed/3a/60x45/ed3a7a8a.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 125 000 |  2008  |  129 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Ногинск | 16.01.15
1003336390-6f9b61 | http://is13.auto.ru/all/images/4f/31/60x45/4f310750.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #9c9999 | 120 000 |  2007  |  210 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Пушкино | 16.01.15
1006675557-232670 | http://is7.auto.ru/all/images/6a/ae/60x45/6aae67b7.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 115 000 |  2008  |  113 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Москва | 16.01.15
1006847793-74526c | http://is2.auto.ru/all/images/94/fe/60x45/94feaaee.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 91 000 |  2005  |  137 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1006816473-fae2c | http://is3.auto.ru/all/images/db/54/60x45/db54f882.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 120 000 |  2006  |  150 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Шебекино | 16.01.15
1006750819-5bbdef | http://is8.auto.ru/all/images/03/3a/60x45/033a58b7.jpg |  ВАЗ 21141.6 MT (98 л.с.)  | #0000FF | 150 000 |  2006  |  90 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Орел | 16.01.15
1006816117-205164 | http://is13.auto.ru/all/images/1f/dd/60x45/1fddc3a1.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #FF0000 | 135 000 |  2005  |  70 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Тверь | 15.01.15
46265252-f7b3b2 | http://is18.auto.ru/all/images/6f/66/60x45/6f6672d3.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 80 000 |  2005  |  120 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Саранск | 15.01.15
1006815729-6207 | http://is7.auto.ru/all/images/ac/7b/60x45/ac7b1d92.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 255 000 |  2004  |  16 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Москва | 15.01.15
37337218-34a14 | http://is12.auto.ru/all/images/76/c3/60x45/76c371b0.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #ffefd5 | 133 000 |  2006  |  109 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Углич | 15.01.15
1006815477-9ec5d | http://is3.auto.ru/all/images/b3/5a/60x45/b35ae048.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #0000FF | 125 000 |  2004  |  177 777 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Острогожск | 15.01.15
1006752435-5b55f | http://is8.auto.ru/all/images/96/1a/60x45/961ad151.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #34ba2b | 135 000 |  2006  |  75 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Щелково | 15.01.15
1006814921-627a5 | http://is5.auto.ru/all/images/66/23/60x45/66237953.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 80 000 |  2003  |  180 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Заполярный | 15.01.15
1006814711-ae5e5 | http://is11.auto.ru/all/images/e3/27/60x45/e327d3dd.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #34ba2b | 160 000 |  2010  |  50 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Вологда | 15.01.15
1006813955-1a1caa | http://is4.auto.ru/all/images/10/64/60x45/1064a14b.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #FF0000 | 145 000 |  2005  |  10 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Москва | 15.01.15
1006400059-c6f39 | http://is14.auto.ru/all/images/12/cf/60x45/12cf5779.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 120 000 |  2006  |  132 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Москва | 15.01.15
1006813753-099a36 | http://is12.auto.ru/all/images/25/11/60x45/25112627.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 75 000 |  2003  |  85 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Нижний Новгород | 15.01.15
1006813485-1fb4 | http://is14.auto.ru/all/images/fd/ff/60x45/fdffbe07.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #FFCC00 | 127 000 |  2004  |  210 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Сафоново | 15.01.15
1006812697-7267 | http://is15.auto.ru/all/images/58/1a/60x45/581a948f.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #9c9999 | 135 000 |  2005  |  150 083 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Лиски | 15.01.15
1006810335-1c1c05 | http://is1.auto.ru/all/images/c2/7e/60x45/c27ec740.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 185 000 |  2011  |  79 200 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Орехово-Зуево | 15.01.15
1006811869-151a2 | http://is17.auto.ru/all/images/88/61/60x45/8861835b.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #CACECB | 125 000 |  2005  |  150 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Клин | 15.01.15
1006811785-e0fb | http://is3.auto.ru/all/images/b1/74/60x45/b1740352.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 100 000 |  2004  |  98 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Саратов | 15.01.15
1006628987-a14f8 | http://is18.auto.ru/all/images/7f/b1/60x45/7fb1ac18.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #9c9999 | 270 000 |  2013  |  33 500 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Липецк | 15.01.15
1006810357-500f39 | http://is3.auto.ru/all/images/12/b9/60x45/12b9fadf.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 130 000 |  2007  |  140 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Великие Луки | 15.01.15
1006810411-3cd815 | http://is18.auto.ru/all/images/5e/85/60x45/5e858247.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #000000 | 160 000 |  2008  |  143 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Орел | 15.01.15
1006810233-5bd5 | http://is4.auto.ru/all/images/3f/2b/60x45/3f2b0bac.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 142 000 |  2005  |  89 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Тим | 15.01.15
1006809309-2cf6f9 | http://is2.auto.ru/all/images/5a/94/60x45/5a94b6f1.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #34ba2b | 100 000 |  2004  |  46 100 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Ивантеевка | 15.01.15
41318116-763695 | http://is15.auto.ru/all/images/5f/28/60x45/5f28f053.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #FFCC00 | 110 000 |  2006  |  178 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Орел | 15.01.15
1006622719-cd722 | http://is8.auto.ru/all/images/13/6d/60x45/136da985.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #FFFFFF | 235 000 |  2012  |  75 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Краснодар | 15.01.15
1006808269-eb120 | http://is14.auto.ru/all/images/0e/0f/60x45/0e0f7525.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #34ba2b | 92 000 |  2004  |  1 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Москва | 15.01.15
1006808027-487b | http://is8.auto.ru/all/images/8a/63/60x45/8a63f436.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #9c9999 | 118 000 |  2003  |  135 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Нижний Новгород | 15.01.15
1005856009-520ea | http://is10.auto.ru/all/images/28/1e/60x45/281ed32b.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #9c9999 | 155 000 |  2008  |  131 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Тихорецк | 15.01.15
1005024763-56f5 | http://is9.auto.ru/all/images/41/fb/60x45/41fb86d0.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 175 000 |  2009  |  60 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Вологда | 15.01.15
1006691161-a16f9 | http://is16.auto.ru/all/images/d8/69/60x45/d8691e77.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #FFCC00 | 105 000 |  2006  |  138 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Санкт-Петербург | 15.01.15
48054424-637e6d | http://is11.auto.ru/all/images/99/37/60x45/9937c3c1.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #0000FF | 235 000 |  2012  |  30 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Москва | 15.01.15
1006689503-ed5c | http://is2.auto.ru/all/images/00/0a/60x45/000adde6.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #34ba2b | 130 000 |  2007  |  85 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Москва | 15.01.15
1006806623-363ab5 | http://is10.auto.ru/all/images/32/d9/60x45/32d9d3c3.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #9c9999 | 255 000 |  2012  |  30 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Тверь | 15.01.15
1003974920-c9b1a3 | http://is18.auto.ru/all/images/08/98/60x45/08986865.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 161 000 |  2008  |  74 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Рославль | 15.01.15
1003973588-42777b | http://is18.auto.ru/all/images/08/98/60x45/08986865.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 160 000 |  2008  |  74 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Брянск | 15.01.15
1006804299-90dd81 | http://is14.auto.ru/all/images/19/c9/60x45/19c977a4.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 115 000 |  2006  |  120 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Санкт-Петербург | 15.01.15
1006805511-031c4a | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #9c9999 | 100 000 |  2007  |  150 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Чехов | 15.01.15
1006805177-5e9f | http://is8.auto.ru/all/images/14/7a/60x45/147a02c9.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #000000 | 145 000 |  2007  |  145 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Тверь | 15.01.15
1006804563-4088f | http://is7.auto.ru/all/images/ec/a7/60x45/eca7c3ec.jpg |  ВАЗ 21141.6 MT (90 л.с.) 211440-24  | #000000 | 150 000 |  2008  |  49 500 км  |  1.6 MT (90 л.с.) 211440-24хэтчбек, бензин, передний  | Москва | 15.01.15
1004696197-dde99 | http://is7.auto.ru/all/images/26/ff/60x45/26ff8a3c.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 139 000 |  2007  |  84 000 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Москва | 15.01.15
1006804303-9a1dba | http://is14.auto.ru/all/images/19/c9/60x45/19c977a4.jpg |  ВАЗ 21141.5 MT (79 л.с.) 21140  | #000000 | 115 000 |  2006  |  120 000 км  |  1.5 MT (79 л.с.) 21140хэтчбек, бензин, передний  | Санкт-Петербург | 15.01.15
1006629735-fac562 | http://is2.auto.ru/all/images/1a/30/60x45/1a309a23.jpg |  ВАЗ 21141.6 MT (81 л.с.) 21144  | #CACECB | 175 000 |  2011  |  67 700 км  |  1.6 MT (81 л.с.) 21144хэтчбек, бензин, передний  | Чебоксары | 15.01.15
