1007301803-05e0 | http://is10.auto.ru/all/images/fb/c7/60x45/fbc79ab0.jpg |  Volkswagen Golf VI1.6 AT (102 л.с.)  | #FF0000 | 515 000 |  2010  |  67 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
46457454-e376 | http://is17.auto.ru/all/images/ec/79/60x45/ec798a03.jpg |  Volkswagen Golf IV2.3 MT (150 л.с.)  | #0000FF | 229 000 |  1998  |  220 000 км  |  2.3 MT (150 л.с.)хэтчбек, бензин, передний  | Колпино | 15.01.15
1006732205-80fc | http://is8.auto.ru/all/images/22/72/60x45/227247cd.jpg |  Volkswagen Golf IV1.6 MT (101 л.с.)  | #FF0000 | 235 000 |  2002  |  209 000 км  |  1.6 MT (101 л.с.)хэтчбек, бензин, передний  | Ярославль | 15.01.15
1006776111-8edd8b | http://is16.auto.ru/all/images/4a/00/60x45/4a008bc1.jpg |  Volkswagen Golf III1.8 MT (90 л.с.)  | #0000FF | 100 000 |  1994  |  233 000 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006754543-29bb6 | http://is9.auto.ru/all/images/9e/1a/60x45/9e1af59c.jpg |  Volkswagen Golf III1.4 MT (55 л.с.)  | #34ba2b | 281 220 |  1997  |  145 км  |  1.4 MT (55 л.с.)хэтчбек, бензин, передний  | Бобруйск | 15.01.15
1006753887-53190 | http://is7.auto.ru/all/images/4d/aa/60x45/4daaa7bb.jpg |  Volkswagen Golf III1.8 MT (90 л.с.) 4WD  | #34ba2b | 95 000 |  1994  |  200 000 км  |  1.8 MT (90 л.с.) 4WDхэтчбек, бензин, полный  | Сергиев Посад | 14.01.15
1006216663-08829 | http://is8.auto.ru/all/images/13/14/60x45/13145cd2.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #0000FF | 210 000 |  2001  |  189 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Брянск | 14.01.15
1006752531-408c | http://is3.auto.ru/all/images/2f/d1/60x45/2fd177fc.jpg |  Volkswagen Golf VI1.4 AT (122 л.с.)  | #0088ff | 730 000 |  2010  |  89 200 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Симферополь | 14.01.15
1006753125-a485 | http://is18.auto.ru/all/images/67/3b/60x45/673b2188.jpg |  Volkswagen Golf III2.8 AT (174 л.с.)  | #000000 | 235 000 |  1992  |  222 000 км  |  2.8 AT (174 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 14.01.15
1006752925-f92c | http://is11.auto.ru/all/images/84/cb/60x45/84cb5609.jpg |  Volkswagen Golf III1.8 AT (90 л.с.)  | #0000FF | 100 000 |  1992  |  15 000 км  |  1.8 AT (90 л.с.)хэтчбек, бензин, передний  | Москва | 14.01.15
1006472557-1410 | http://is2.auto.ru/all/images/2f/07/60x45/2f0776c1.jpg |  Volkswagen Golf II1.3 MT (55 л.с.) KAT  | #9c9999 | 67 000 |  1988  |  180 000 км  |  1.3 MT (55 л.с.) KATхэтчбек, бензин, передний  | Москва | 14.01.15
1006752085-206296 | http://is6.auto.ru/all/images/40/db/60x45/40db7d2e.jpg |  Volkswagen Golf IV1.8 MT (125 л.с.)  | #34ba2b | 250 000 |  1998  |  120 000 км  |  1.8 MT (125 л.с.)хэтчбек, бензин, передний  | Гагарин | 14.01.15
32606832-e28295 | http://is18.auto.ru/all/images/fe/a5/60x45/fea5f506.jpg |  Volkswagen Golf II1.6 MT (75 л.с.)  | #CACECB | 110 000 |  1989  |  250 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Курск | 14.01.15
1006751677-07e38 | http://is13.auto.ru/all/images/a5/4f/60x45/a54fbb30.jpg |  Volkswagen Golf II1.6 MT (75 л.с.)  | #ffefd5 | 65 000 |  1985  |  200 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Анна | 14.01.15
1006751431-4dc4 | http://is18.auto.ru/all/images/ff/c5/60x45/ffc54f72.jpg |  Volkswagen Golf VII1.4 AT (122 л.с.)  | #FFFFFF | 890 000 |  2013  |  32 000 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Таганрог | 14.01.15
1006418087-f39c | http://is2.auto.ru/all/images/ba/15/60x45/ba150c0d.jpg |  Volkswagen Golf IV1.6 MT (101 л.с.)  | #0000FF | 265 000 |  2002  |  255 000 км  |  1.6 MT (101 л.с.)универсал, бензин, передний  | Наро-Фоминск | 14.01.15
1006751221-9636 | /i/all7/img/no-photo-thumb.gif |  Volkswagen Golf VII1.4 MT (122 л.с.)  | #9c9999 | 1 050 000 |  2013  |  18 000 км  |  1.4 MT (122 л.с.)хэтчбек, бензин, передний  | Самара | 14.01.15
1006750889-8e5d54 | http://is15.auto.ru/all/images/fe/c0/60x45/fec06a88.jpg |  Volkswagen Golf VI2.0d AT (140 л.с.)  | #000000 | 950 000 |  2011  |  23 300 км  |  2.0d AT (140 л.с.)хэтчбек, дизель, передний  | Москва | 14.01.15
1006750893-a5f989 | http://is16.auto.ru/all/images/d3/78/60x45/d3781bd9.jpg |  Volkswagen Golf VI2.0d AT (140 л.с.)  | #000000 | 970 000 |  2011  |  20 000 км  |  2.0d AT (140 л.с.)хэтчбек, дизель, передний  | Москва | 14.01.15
41116594-551f | http://is15.auto.ru/all/images/a6/4d/60x45/a64d9364.jpg |  Volkswagen Golf III2.0 AT (115 л.с.)  | #CACECB | 329 000 |  1996  |  138 000 км  |  2.0 AT (115 л.с.)хэтчбек, бензин, передний  | Тверь | 14.01.15
1003782258-f667fa | http://is17.auto.ru/all/images/00/1b/60x45/001be196.jpg |  Volkswagen Golf IV1.6 MT (101 л.с.)  | #9c9999 | 205 000 |  2001  |  173 000 км  |  1.6 MT (101 л.с.)хэтчбек, бензин, передний  | Тверь | 14.01.15
1006750371-f1aa | /i/all7/img/no-photo-thumb.gif |  Volkswagen Golf VI1.4 AT (122 л.с.)  | #9c9999 | 815 000 |  2012  |  22 000 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Иваново | 14.01.15
37528282-da6185 | http://is18.auto.ru/all/images/7d/97/60x45/7d970bee.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #CACECB | 250 000 |  2001  |  185 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Москва | 14.01.15
37528570-7a7a7 | http://is16.auto.ru/all/images/96/43/60x45/9643c756.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #CACECB | 250 000 |  2001  |  185 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Коломна | 14.01.15
1006749161-f9a9 | /i/all7/img/no-photo-thumb.gif |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #000000 | 270 000 |  2003  |  183 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 14.01.15
1004908073-dc72ec | http://is18.auto.ru/all/images/bf/a5/60x45/bfa57387.jpg |  Volkswagen Golf VI1.6d AT (105 л.с.)  | #000000 | 840 000 |  2011  |  101 000 км  |  1.6d AT (105 л.с.)универсал, дизель, передний  | Калининград | 14.01.15
1006746591-088ff | http://is12.auto.ru/all/images/f2/a1/60x45/f2a18964.jpg |  Volkswagen Golf VI1.6 MT (102 л.с.)  | #FFFFFF | 640 000 |  2011  |  50 000 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Апрелевка | 14.01.15
1005639343-69b5d | http://is15.auto.ru/all/images/2f/0f/60x45/2f0f2c94.jpg |  Volkswagen Golf VI1.4 MT (122 л.с.)  | #CACECB | 547 000 |  2012  |  89 000 км  |  1.4 MT (122 л.с.)хэтчбек, бензин, передний  | Чебоксары | 14.01.15
1006739627-0eac | http://is11.auto.ru/all/images/cb/56/60x45/cb56c19b.jpg |  Volkswagen Golf V1.6 MT (102 л.с.)  | #9c9999 | 365 000 |  2007  |  130 135 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Липецк | 14.01.15
1004144455-607f0 | http://is2.auto.ru/all/images/a1/71/60x45/a1712b0a.jpg |  Volkswagen Golf VI1.4 AT (122 л.с.)  | #FFFFFF | 650 000 |  2011  |  53 000 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Ростов-на-Дону | 14.01.15
1006742267-acc14 | http://is18.auto.ru/all/images/d7/22/60x45/d7222946.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #0000FF | 260 000 |  2001  |  210 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Курск | 14.01.15
1006741617-db58d | http://is9.auto.ru/all/images/fa/a9/60x45/faa99ddf.jpg |  Volkswagen Golf VI1.4 MT (122 л.с.)  | #FF0000 | 523 000 |  2010  |  77 000 км  |  1.4 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 14.01.15
1006741277-91adb9 | http://is6.auto.ru/all/images/8b/dd/60x45/8bdd67a9.jpg |  Volkswagen Golf II1.6 MT (72 л.с.)  | #FF0000 | 60 000 |  1990  |  290 000 км  |  1.6 MT (72 л.с.)хэтчбек, бензин, передний  | Калуга | 14.01.15
1006632717-33d371 | http://is6.auto.ru/all/images/23/e9/60x45/23e9ee40.jpg |  Volkswagen Golf IV1.6 MT (101 л.с.)  | #0000FF | 250 000 |  2003  |  210 000 км  |  1.6 MT (101 л.с.)хэтчбек, бензин, передний  | Чебоксары | 14.01.15
1004963307-1ba80 | http://is13.auto.ru/all/images/9b/b1/60x45/9bb13605.jpg |  Volkswagen Golf VI1.4 AT (160 л.с.)  | #000000 | 600 000 |  2010  |  77 999 км  |  1.4 AT (160 л.с.)хэтчбек, бензин, передний  | Ростов-на-Дону | 14.01.15
1006689737-0520f7 | http://is6.auto.ru/all/images/36/9f/60x45/369fed25.jpg |  Volkswagen Golf VII1.4 AT (122 л.с.)  | #FF0000 | 950 000 |  2013  |  30 000 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 14.01.15
1006739993-cb6d | /i/all7/img/no-photo-thumb.gif |  Volkswagen Golf V1.9d AT (105 л.с.)  | #000000 | 530 000 |  2007  |  143 000 км  |  1.9d AT (105 л.с.)универсал, дизель, передний  | Серпухов | 14.01.15
1006739287-8980 | http://is14.auto.ru/all/images/bc/81/60x45/bc817f53.jpg |  Volkswagen Golf III1.8 MT (75 л.с.)  | #0000FF | 155 000 |  1993  |  30 000 км  |  1.8 MT (75 л.с.)хэтчбек, бензин, передний  | Домодедово | 14.01.15
42108730-61e763 | http://is1.auto.ru/all/images/98/56/60x45/9856a61d.jpg |  Volkswagen Golf VII1.2 AT (105 л.с.)  | #FFFFFF | 830 000 |  2013  |  26 000 км  |  1.2 AT (105 л.с.)хэтчбек, бензин, передний  | Тверь | 14.01.15
1006356783-c84cd | http://is10.auto.ru/all/images/e1/ec/60x45/e1ec8947.jpg |  Volkswagen Golf VI1.4 MT (80 л.с.)  | #FFFFFF | 700 000 |  2012  |  43 000 км  |  1.4 MT (80 л.с.)хэтчбек, бензин, передний  | Георгиевск | 14.01.15
1006737793-ccffc | http://is16.auto.ru/all/images/1a/97/60x45/1a97fe16.jpg |  Volkswagen Golf II1.3 MT (50 л.с.)  | #FF0000 | 30 000 |  1985  |  3 000 км  |  1.3 MT (50 л.с.)хэтчбек, бензин, передний  | Зеленоград | 14.01.15
1006738327-7f49 | http://is17.auto.ru/all/images/3e/dc/60x45/3edce600.jpg |  Volkswagen Golf II1.6 MT (72 л.с.)  | #FFCC00 | 70 000 |  1987  |  290 000 км  |  1.6 MT (72 л.с.)хэтчбек, бензин, передний  | Курск | 14.01.15
1006735991-353b | http://is16.auto.ru/all/images/f6/5a/60x45/f65ac05a.jpg |  Volkswagen Golf I1.6 MT (75 л.с.)  | #926547 | 65 000 |  1984  |  145 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Тверь | 14.01.15
1006736383-f482 | http://is15.auto.ru/all/images/88/18/60x45/88182b42.jpg |  Volkswagen Golf III1.8 AT (75 л.с.)  | #0000FF | 170 000 |  1992  |  250 000 км  |  1.8 AT (75 л.с.)хэтчбек, бензин, передний  | Москва | 14.01.15
1006368871-69175 | http://is4.auto.ru/all/images/2b/14/60x45/2b14fd75.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #0000FF | 250 000 |  2002  |  159 900 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 14.01.15
1006205179-9a46eb | http://is9.auto.ru/all/images/b6/86/60x45/b6862d45.jpg |  Volkswagen Golf VII1.4 AT  | #9c9999 | 1 300 000 |  2014  |  12 000 км  |  1.4 ATхэтчбек, бензин, передний  | Москва | 14.01.15
1006720255-5b388e | http://is6.auto.ru/all/images/31/78/60x45/3178cba5.jpg |  Volkswagen Golf II1.6 MT (75 л.с.)  | #FF0000 | 79 888 |  1989  |  290 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 14.01.15
1004314951-719469 | http://is9.auto.ru/all/images/e9/58/60x45/e958ca94.jpg |  Volkswagen Golf III1.8 MT (90 л.с.)  | #FFFFFF | 70 000 |  1992  |  100 000 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Выборг | 14.01.15
1006558003-c07d | http://is18.auto.ru/all/images/34/85/60x45/348507a1.jpg |  Volkswagen Golf VI1.4 MT (122 л.с.)  | #000000 | 850 000 |  2012  |  32 000 км  |  1.4 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 14.01.15
1006633835-59164 | http://is2.auto.ru/all/images/9e/07/60x45/9e07f6e1.jpg |  Volkswagen Golf V1.6 AT (102 л.с.)  | #FFFFFF | 435 000 |  2005  |  120 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Сочи | 14.01.15
49783072-aa548a | http://is8.auto.ru/all/images/71/69/60x45/7169640f.jpg |  Volkswagen Golf II1.8 MT (90 л.с.)  | #9c9999 | 145 000 |  1987  |  325 000 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Владимир | 13.01.15
49616532-0829a | http://is15.auto.ru/all/images/77/33/60x45/77334857.jpg |  Volkswagen Golf II1.6 MT (72 л.с.)  | #FF0000 | 96 000 |  1987  |  250 000 км  |  1.6 MT (72 л.с.)хэтчбек, бензин, передний  | Владимир | 13.01.15
1004430777-a6624 | http://is9.auto.ru/all/images/b6/09/60x45/b6099547.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #CACECB | 250 000 |  1999  |  272 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Москва | 13.01.15
1006631173-c48a | http://is15.auto.ru/all/images/dc/b1/60x45/dcb17421.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #0000FF | 210 000 |  2003  |  221 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Муром | 13.01.15
1006689489-97f4 | http://is9.auto.ru/all/images/d7/7c/60x45/d77c976d.jpg |  Volkswagen Golf III1.6 MT (75 л.с.)  | #FF0000 | 90 000 |  1993  |  70 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Москва | 13.01.15
1006689057-1cac7f | http://is10.auto.ru/all/images/34/1a/60x45/341a55c8.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #000000 | 300 000 |  2002  |  155 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Комсомольск | 13.01.15
1006688325-fae1fc | http://is17.auto.ru/all/images/b0/fd/60x45/b0fd04f6.jpg |  Volkswagen Golf V1.4 MT (75 л.с.)  | #CACECB | 385 000 |  2005  |  137 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 13.01.15
1002942738-7170d | http://is2.auto.ru/all/images/02/c6/60x45/02c69e9b.jpg |  Volkswagen Golf VI1.4 AT (122 л.с.)  | #0000FF | 720 000 |  2012  |  88 900 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 13.01.15
1006319047-26a3fc | http://is12.auto.ru/all/images/51/72/60x45/5172ee6e.jpg |  Volkswagen Golf VI1.6 AT (102 л.с.)  | #000000 | 800 000 |  2012  |  27 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Москва | 13.01.15
1006687163-e94e9 | http://is17.auto.ru/all/images/cd/2e/60x45/cd2e9b0b.jpg |  Volkswagen Golf II1.3 MT (55 л.с.) KAT  | #9c9999 | 65 000 |  1989  |  238 000 км  |  1.3 MT (55 л.с.) KATхэтчбек, бензин, передний  | Ярославль | 13.01.15
1006210747-e451 | http://is16.auto.ru/all/images/0d/0f/60x45/0d0fd8eb.jpg |  Volkswagen Golf II1.6d MT (70 л.с.)  | #FF0000 | 60 000 |  1988  |  200 000 км  |  1.6d MT (70 л.с.)хэтчбек, дизель, передний  | Данков | 13.01.15
1006630085-3c8dd3 | http://is5.auto.ru/all/images/0b/a8/60x45/0ba87cb5.jpg |  Volkswagen Golf VI1.4 MT (122 л.с.)  | #FFFFFF | 595 000 |  2011  |  76 000 км  |  1.4 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 13.01.15
1002291255-d84fe6 | http://is16.auto.ru/all/images/e5/89/60x45/e589c588.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #000000 | 180 000 |  1999  |  176 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Ковров | 13.01.15
1006684321-7548 | /i/all7/img/no-photo-thumb.gif |  Volkswagen Golf VI1.6 MT (102 л.с.)  | #000000 | 711 000 |  2012  |  41 000 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 13.01.15
1006684059-2e6cb | http://is11.auto.ru/all/images/77/cd/60x45/77cdf001.jpg |  Volkswagen Golf III1.8 MT (90 л.с.)  | #000000 | 105 000 |  1993  |  290 000 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 13.01.15
1004226199-c2663 | http://is8.auto.ru/all/images/b2/89/60x45/b2894212.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #0000FF | 250 000 |  1999  |  199 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Москва | 13.01.15
1005511883-47d4d | http://is1.auto.ru/all/images/90/eb/60x45/90eb4c16.jpg |  Volkswagen Golf IV1.6 MT (105 л.с.)  | #0000FF | 175 000 |  2001  |  180 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Москва | 13.01.15
1006204435-34ad | http://is5.auto.ru/all/images/2f/4a/60x45/2f4ae4b9.jpg |  Volkswagen Golf VII1.2 MT (85 л.с.)  | #FFFFFF | 830 000 |  2014  |  17 500 км  |  1.2 MT (85 л.с.)хэтчбек, бензин, передний  | Воронеж | 13.01.15
1006680371-fd0f52 | http://is18.auto.ru/all/images/5a/2f/60x45/5a2f415b.jpg |  Volkswagen Golf II1.6 MT (72 л.с.)  | #9c9999 | 85 000 |  1986  |  170 000 км  |  1.6 MT (72 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 13.01.15
48058648-0d1b5c | http://is6.auto.ru/all/images/75/32/60x45/75320707.jpg |  Volkswagen Golf II1.3 MT (55 л.с.) KAT  | #0000FF | 100 000 |  1989  |  420 000 км  |  1.3 MT (55 л.с.) KATхэтчбек, бензин, передний  | Коломна | 13.01.15
1006521473-8636 | http://is10.auto.ru/all/images/70/13/60x45/7013677b.jpg |  Volkswagen Golf II1.6 MT (75 л.с.)  | #9c9999 | 100 000 |  1990  |  294 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 13.01.15
49857558-21f445 | http://is3.auto.ru/all/images/8c/ce/60x45/8cce390a.jpg |  Volkswagen Golf III1.6 MT (75 л.с.)  | #CC0033 | 128 000 |  1997  |  175 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 13.01.15
1006678135-1de6b4 | /i/all7/img/no-photo-thumb.gif |  Volkswagen Golf VI1.4 MT (122 л.с.)  | #0000FF | 650 000 |  2012  |  10 000 км  |  1.4 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 13.01.15
1006678351-10e3b | http://is13.auto.ru/all/images/c6/a3/60x45/c6a37ff3.jpg |  Volkswagen Golf III1.8 MT (75 л.с.)  | #000000 | 155 000 |  1994  |  17 000 км  |  1.8 MT (75 л.с.)хэтчбек, бензин, передний  | Пушкино | 13.01.15
