1006870167-2d0d4 | http://is13.auto.ru/all/images/26/90/60x45/26908ec0.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 345 000 |  2012  |  25 600 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1006751087-bc15 | http://is6.auto.ru/all/images/de/e7/60x45/dee7cc26.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #CC0033 | 99 000 |  2001  |  120 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 14.01.15
1004641393-f7ecae | http://is15.auto.ru/all/images/57/7f/60x45/577f17b9.jpg |  ВАЗ 2121 (4x4)MT 4WD  | #FFFFFF | 320 000 |  2012  |  47 000 км  |  MT 4WDвнедорожник, бензин, полный  | Алексин | 14.01.15
1006266483-7e6a | http://is14.auto.ru/all/images/cb/9b/60x45/cb9ba82e.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FF0000 | 65 000 |  1989  |  30 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Домодедово | 14.01.15
1006749985-a2c5a1 | http://is2.auto.ru/all/images/02/d9/60x45/02d9a3d2.jpg |  ВАЗ 2121 (4x4) 212171.6 MT (73 л.с.) 4WD  | #FFFFFF | 60 000 |  1993  |  80 000 км  |  1.6 MT (73 л.с.) 4WDвнедорожник, бензин, полный  | Кинешма | 14.01.15
1006749117-1118fe | http://is9.auto.ru/all/images/9d/bf/60x45/9dbfcfe2.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 100 000 |  2000  |  124 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Ногинск | 14.01.15
1006749691-5e6f7 | http://is6.auto.ru/all/images/9b/86/60x45/9b865443.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 140 000 |  2006  |  100 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 14.01.15
1006631371-6ee83 | http://is7.auto.ru/all/images/86/7e/60x45/867eedb0.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 75 000 |  2000  |  175 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Юрьев-Польский | 14.01.15
1004889521-060238 | http://is7.auto.ru/all/images/ef/e9/60x45/efe96bd2.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 370 000 |  2014  |  2 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Киров | 14.01.15
1006748795-9f15b | http://is3.auto.ru/all/images/1e/15/60x45/1e158639.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 100 000 |  1996  |  126 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Вязьма | 14.01.15
1006748025-3ef9 | http://is15.auto.ru/all/images/ec/c2/60x45/ecc2f707.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 330 000 |  1998  |  1 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Липецк | 14.01.15
1006619795-5de9 | http://is6.auto.ru/all/images/bc/4f/60x45/bc4fcb49.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 140 000 |  1995  |  2 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Ярославль | 14.01.15
1006748135-50959 | http://is6.auto.ru/all/images/8c/02/60x45/8c022239.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FF0000 | 80 000 |  1986  |  13 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Ковров | 14.01.15
47778902-414496 | http://is13.auto.ru/all/images/87/24/60x45/87247588.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 60 000 |  1996  |  25 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 14.01.15
1006747323-8e0e | http://is16.auto.ru/all/images/59/77/60x45/5977173e.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 120 000 |  1998  |  53 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Выкса | 14.01.15
1005035145-b9adff | http://is2.auto.ru/all/images/d4/1d/60x45/d41d162d.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #ffefd5 | 100 000 |  1996  |  30 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Дмитров | 14.01.15
1006746517-9f3070 | http://is3.auto.ru/all/images/8f/f8/60x45/8ff81f84.jpg |  ВАЗ 2121 (4x4) 212171.6 MT (73 л.с.) 4WD  | #0000FF | 115 000 |  2000  |  174 000 км  |  1.6 MT (73 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 14.01.15
1006158935-7240 | http://is5.auto.ru/all/images/39/71/60x45/39714028.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 130 000 |  1999  |  87 543 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 14.01.15
1005707773-e84da2 | http://is10.auto.ru/all/images/4c/12/60x45/4c129b1d.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 210 000 |  2003  |  121 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Симферополь | 14.01.15
1006745293-fcf1 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 290 000 |  2012  |  43 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 14.01.15
1004614543-6a6a | http://is3.auto.ru/all/images/f4/56/60x45/f4560aaf.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 299 000 |  2012  |  38 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 14.01.15
1006278415-1a4655 | http://is3.auto.ru/all/images/36/36/60x45/363615da.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 100 000 |  1996  |  100 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Ногинск | 14.01.15
1006744655-ed2c2 | http://is2.auto.ru/all/images/bb/34/60x45/bb3454d9.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 295 000 |  2011  |  32 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Волгоград | 14.01.15
1006744669-79ba4c | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 70 000 |  1999  |  90 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Казань | 14.01.15
1006744547-b2761 | http://is11.auto.ru/all/images/36/a5/60x45/36a5f2dd.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 150 000 |  2000  |  95 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Колышлей | 14.01.15
1006742863-8f02 | http://is15.auto.ru/all/images/03/26/60x45/03261426.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 385 000 |  2013  |  55 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Краснодар | 14.01.15
1006741993-1b81 | http://is11.auto.ru/all/images/4b/68/60x45/4b68512a.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #ffefd5 | 35 000 |  1988  |  27 500 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 14.01.15
1006738955-e3de | http://is6.auto.ru/all/images/6c/bc/60x45/6cbc9fb5.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 285 000 |  2010  |  79 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Владимир | 14.01.15
1006739797-e7ef | http://is10.auto.ru/all/images/e5/de/60x45/e5deb875.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #0000FF | 67 000 |  1992  |  80 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 14.01.15
1004166309-4b6e | http://is2.auto.ru/all/images/27/13/60x45/2713611d.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 230 000 |  2007  |  58 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Юхнов | 14.01.15
1006207759-0937 | http://is13.auto.ru/all/images/9c/ac/60x45/9cac2e93.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 90 000 |  1997  |  70 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 14.01.15
1003769034-6f99c | http://is17.auto.ru/all/images/20/de/60x45/20deed27.jpg |  ВАЗ 2121 (4x4) 21218i1.7 MT (79 л.с.) 4WD  | #FFFFFF | 170 000 |  2002  |  109 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Ярославль | 14.01.15
1006114201-53919 | http://is3.auto.ru/all/images/cb/a2/60x45/cba25738.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 115 000 |  2000  |  90 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Новомосковск | 14.01.15
1004259351-fbbd6 | http://is18.auto.ru/all/images/ca/cd/60x45/cacd99b9.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 145 000 |  2009  |  100 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 14.01.15
1006681003-68b734 | http://is6.auto.ru/all/images/59/a5/60x45/59a5db09.jpg |  ВАЗ 2121 (4x4) 212171.6 MT (73 л.с.) 4WD  | #fde910 | 75 000 |  1998  |  95 000 км  |  1.6 MT (73 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 14.01.15
1844955-e878bc | http://is6.auto.ru/all/images/8b/2c/60x45/8b2c8318.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 757 500 |  2013  |  2 020 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 14.01.15
1002929506-4d3d | http://is14.auto.ru/all/images/4e/f2/60x45/4ef2fa6d.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 300 000 |  2011  |  35 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 14.01.15
1006733401-1a8a | http://is2.auto.ru/all/images/68/fe/60x45/68fe604b.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #9966CC | 462 000 |  2015  |  1 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 14.01.15
1005916375-509c | http://is10.auto.ru/all/images/63/63/60x45/63635be3.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 95 000 |  2000  |  246 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 14.01.15
1006732535-a7362 | http://is3.auto.ru/all/images/f0/56/60x45/f0564f3c.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #34ba2b | 130 000 |  1987  |  65 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 14.01.15
38658620-8c9cc7 | http://is8.auto.ru/all/images/0b/a6/60x45/0ba6218a.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 105 000 |  2002  |  95 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 14.01.15
46205306-5a89bf | http://is12.auto.ru/all/images/77/e8/60x45/77e81149.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 130 000 |  1999  |  97 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 14.01.15
1002668999-c9f20 | http://is16.auto.ru/all/images/50/1e/60x45/501ea53e.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #FF0000 | 120 000 |  2000  |  84 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Орел | 14.01.15
1006215973-7eeb4 | http://is8.auto.ru/all/images/e3/d9/60x45/e3d92e39.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 140 000 |  2002  |  198 520 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 14.01.15
1005262535-f5a20 | http://is9.auto.ru/all/images/29/d6/60x45/29d67e19.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 440 000 |  2014  |  14 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Липецк | 14.01.15
1006517705-b7e318 | http://is14.auto.ru/all/images/fc/b1/60x45/fcb1e17f.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 135 000 |  1998  |  76 339 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Калязин | 13.01.15
1006689961-eb7e0 | http://is8.auto.ru/all/images/2a/96/60x45/2a96acc1.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FFFFFF | 75 000 |  1993  |  75 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Серпухов | 13.01.15
1006688683-3e04 | http://is11.auto.ru/all/images/1b/5a/60x45/1b5a5778.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #926547 | 95 000 |  1986  |  85 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Шаховская | 13.01.15
1006688903-6469 | http://is3.auto.ru/all/images/b5/e3/60x45/b5e315a2.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 155 000 |  2002  |  53 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Пермь | 13.01.15
1006688343-34af63 | http://is9.auto.ru/all/images/76/ab/60x45/76abb2b8.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 160 000 |  2003  |  126 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Кромы | 13.01.15
1006261921-baafd9 | http://is11.auto.ru/all/images/9c/2d/60x45/9c2d5589.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 429 000 |  2014  |  4 700 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Раменское | 13.01.15
1003219376-abb0 | http://is5.auto.ru/all/images/97/3d/60x45/973d8c02.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 245 000 |  1997  |  15 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Обнинск | 13.01.15
1001949449-a3c9 | http://is8.auto.ru/all/images/e4/2c/60x45/e42c9c19.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 119 000 |  2007  |  24 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 13.01.15
1006686239-9e76 | http://is1.auto.ru/all/images/e3/ac/60x45/e3acd0e9.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FFFFFF | 80 000 |  1992  |  90 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Тамбов | 13.01.15
1006685395-9e099 | http://is15.auto.ru/all/images/4e/3b/60x45/4e3bd0b6.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 440 000 |  2014  |  1 300 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 13.01.15
1006162539-deb5a1 | http://is4.auto.ru/all/images/03/df/60x45/03df0e4c.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 425 000 |  2014  |  12 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Энгельс | 13.01.15
1006631833-9da3b | http://is6.auto.ru/all/images/09/f9/60x45/09f9e40a.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 150 000 |  1997  |  101 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Курск | 13.01.15
1006361461-2695a5 | http://is14.auto.ru/all/images/ee/b8/60x45/eeb8d686.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 380 000 |  2012  |  14 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Пятигорск | 13.01.15
1006685307-96c73 | http://is9.auto.ru/all/images/23/ea/60x45/23eac462.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FFFFFF | 100 000 |  1980  |  135 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Железноводск | 13.01.15
1006684269-a3096 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 430 000 |  2013  |  8 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 13.01.15
1005744373-5b3f59 | http://is17.auto.ru/all/images/fd/df/60x45/fddfa11c.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 250 000 |  2011  |  86 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 13.01.15
1006683013-fd878b | http://is17.auto.ru/all/images/6c/d5/60x45/6cd5b8eb.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #CACECB | 100 000 |  1995  |  150 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 13.01.15
1006625935-3235 | http://is1.auto.ru/all/images/10/29/60x45/10294eb5.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #9c9999 | 80 000 |  1993  |  55 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 13.01.15
1006682863-ffcf | http://is18.auto.ru/all/images/4c/11/60x45/4c1190d8.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 190 000 |  2003  |  150 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 13.01.15
1006682615-04ff9 | http://is15.auto.ru/all/images/13/1e/60x45/131e5b91.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 240 000 |  2009  |  46 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 13.01.15
1006681547-7cd90 | http://is9.auto.ru/all/images/48/e0/60x45/48e0aef7.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #34ba2b | 100 000 |  2002  |  100 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 13.01.15
1006681659-6c13cc | http://is16.auto.ru/all/images/e9/a8/60x45/e9a8e2db.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 247 000 |  2011  |  67 700 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Карачев | 13.01.15
1006681063-1e86 | http://is15.auto.ru/all/images/a6/11/60x45/a611ce0a.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #CC0033 | 275 000 |  2011  |  23 200 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Кирово-Чепецк | 13.01.15
1006679013-249e | http://is13.auto.ru/all/images/d4/c0/60x45/d4c026df.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 160 000 |  2003  |  55 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Новороссийск | 13.01.15
1006678395-6a0259 | http://is6.auto.ru/all/images/f3/bd/60x45/f3bd2c13.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 460 000 |  2012  |  15 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Руза | 13.01.15
1006676989-4464c | http://is18.auto.ru/all/images/9f/9f/60x45/9f9f3ce2.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #34ba2b | 100 000 |  2000  |  15 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Голицыно | 13.01.15
1006677607-ea84e | http://is13.auto.ru/all/images/4c/3d/60x45/4c3da72a.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #CACECB | 100 000 |  2002  |  90 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Углич | 13.01.15
49343136-d87399 | http://is18.auto.ru/all/images/ba/9a/60x45/ba9a4f4c.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 130 000 |  2000  |  66 540 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Хомутовка | 13.01.15
1006676365-074fe | http://is18.auto.ru/all/images/db/9f/60x45/db9f11f3.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #CACECB | 250 000 |  2000  |  50 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Голицыно | 13.01.15
48463898-125fae | http://is14.auto.ru/all/images/e3/15/60x45/e3152ca0.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 170 000 |  2007  |  94 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Тверь | 13.01.15
