1006867571-6b7a | http://is11.auto.ru/all/images/af/da/60x45/afdabf7a.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 350 000 |  2005  |  87 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1006630907-19ffab | http://is8.auto.ru/all/images/b8/6d/60x45/b86dcc54.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 660 000 |  2010  |  100 000 км  |  1.8 AT (152 л.с.)универсал, бензин, передний  | Москва | 20.01.15
1007109191-f1b9 | http://is2.auto.ru/all/images/db/8e/60x45/db8ef3ad.jpg |  Skoda Octavia III1.6 MT (110 л.с.)  | #FFFFFF | 1 100 000 |  2015  |  2 900 км  |  1.6 MT (110 л.с.)универсал, бензин, передний  | Москва | 20.01.15
1007109929-5bb2 | http://is12.auto.ru/all/images/67/f4/60x45/67f4c586.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #000000 | 490 000 |  2009  |  84 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Тверь | 20.01.15
1007098269-14500 | http://is17.auto.ru/all/images/32/eb/60x45/32eb76ad.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #34ba2b | 299 000 |  2006  |  145 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1007109525-beb51 | http://is13.auto.ru/all/images/8d/74/60x45/8d749cee.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #000000 | 679 999 |  2010  |  63 777 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1005037123-cead4 | http://is4.auto.ru/all/images/b3/4f/60x45/b34fdc66.jpg |  Skoda Octavia III1.2 AT (105 л.с.)  | #CACECB | 835 000 |  2013  |  46 000 км  |  1.2 AT (105 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1002078181-fc1c | http://is1.auto.ru/all/images/94/50/60x45/945033c7.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #CACECB | 875 880 |  2011  |  69 066 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007095515-42ba07 | http://is1.auto.ru/all/images/dd/5d/60x45/dd5dc840.jpg |  Skoda Octavia II1.6 MT (115 л.с.)  | #9c9999 | 435 000 |  2008  |  116 000 км  |  1.6 MT (115 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1007108243-8156 | http://is11.auto.ru/all/images/9c/56/60x45/9c56c330.jpg |  Skoda Octavia III1.4 AT (140 л.с.)  | #FFFFFF | 850 000 |  2014  |  29 000 км  |  1.4 AT (140 л.с.)лифтбек, бензин, передний  | Новошахтинск | 20.01.15
1004847981-57283 | http://is6.auto.ru/all/images/e2/e5/60x45/e2e58cea.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #CACECB | 600 000 |  2008  |  120 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Воронеж | 20.01.15
1007107331-a90a6 | http://is8.auto.ru/all/images/be/82/60x45/be821ca4.jpg |  Skoda Octavia III1.6 MT (110 л.с.)  | #FFFFFF | 890 000 |  2014  |  7 км  |  1.6 MT (110 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007107329-45c00 | http://is18.auto.ru/all/images/6e/24/60x45/6e24bda3.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #CACECB | 325 000 |  2006  |  75 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Серпухов | 20.01.15
1007107199-c500 | http://is13.auto.ru/all/images/55/36/60x45/553660e8.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #000000 | 410 000 |  2011  |  50 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1007106141-c939 | http://is4.auto.ru/all/images/eb/eb/60x45/ebeb7035.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #000000 | 680 000 |  2010  |  59 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Калининград | 20.01.15
1007106117-98ef | http://is6.auto.ru/all/images/72/29/60x45/72298045.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #000000 | 380 000 |  2008  |  146 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1007105947-31746e | http://is5.auto.ru/all/images/0b/75/60x45/0b7505b8.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #ffefd5 | 640 000 |  2011  |  143 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1007105855-4a8b | http://is8.auto.ru/all/images/bb/fa/60x45/bbface0b.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #FFFFFF | 480 000 |  2011  |  124 900 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1006930877-6b4de4 | http://is15.auto.ru/all/images/97/3e/60x45/973ea9ac.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 520 000 |  2009  |  98 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1007048457-9e97 | http://is18.auto.ru/all/images/ac/69/60x45/ac698c70.jpg |  Skoda Octavia III1.8 MT (180 л.с.)  | #ffefd5 | 1 015 555 |  2013  |  23 000 км  |  1.8 MT (180 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007103761-bc997 | http://is2.auto.ru/all/images/28/b4/60x45/28b44bfa.jpg |  Skoda Octavia II Рестайлинг Scout1.8 MT (152 л.с.) 4WD  | #FFFFFF | 1 050 000 |  2012  |  45 000 км  |  1.8 MT (152 л.с.) 4WDуниверсал, бензин, полный  | Саратов | 20.01.15
1006981801-31d2ae | http://is7.auto.ru/all/images/ec/fb/60x45/ecfbfbde.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #FFFFFF | 620 000 |  2010  |  119 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
50320528-68c2 | http://is8.auto.ru/all/images/12/50/60x45/12503b93.jpg |  Skoda Octavia I1.6 MT (101 л.с.)  | #0000FF | 245 000 |  1998  |  235 000 км  |  1.6 MT (101 л.с.)лифтбек, бензин, передний  | Брянск | 20.01.15
1007103935-7ce8 | http://is18.auto.ru/all/images/b2/1c/60x45/b21c2090.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #ffefd5 | 950 000 |  2011  |  48 000 км  |  1.8 AT (152 л.с.)универсал, бензин, передний  | Санкт-Петербург | 20.01.15
1006684103-704f7 | http://is14.auto.ru/all/images/89/c2/60x45/89c2a41a.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 620 000 |  2011  |  65 500 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1005573869-4ed3d | http://is18.auto.ru/all/images/5c/41/60x45/5c41ac2f.jpg |  Skoda Octavia II Рестайлинг1.4 MT (80 л.с.)  | #9c9999 | 470 000 |  2011  |  38 000 км  |  1.4 MT (80 л.с.)лифтбек, бензин, передний  | Петрозаводск | 20.01.15
1006928211-8f3b7 | http://is13.auto.ru/all/images/31/f7/60x45/31f7e895.jpg |  Skoda Octavia II Рестайлинг Scout1.8 MT (152 л.с.) 4WD  | #CACECB | 891 111 |  2012  |  72 111 км  |  1.8 MT (152 л.с.) 4WDуниверсал, бензин, полный  | Калининград | 20.01.15
1006619561-17b7 | http://is5.auto.ru/all/images/95/3b/60x45/953b240f.jpg |  Skoda Octavia III1.2 AT (105 л.с.)  | #926547 | 860 000 |  2014  |  21 000 км  |  1.2 AT (105 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1005977963-0a1a88 | http://is18.auto.ru/all/images/88/15/60x45/88153a5c.jpg |  Skoda Octavia III1.8 MT (180 л.с.)  | #CACECB | 1 050 000 |  2013  |  12 800 км  |  1.8 MT (180 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1006925847-6b88 | http://is9.auto.ru/all/images/36/f4/60x45/36f43b52.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #FFFFFF | 630 000 |  2012  |  57 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007101651-92f02c | http://is7.auto.ru/all/images/6a/8c/60x45/6a8c4f7e.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #ffefd5 | 670 000 |  2013  |  49 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Казань | 20.01.15
1007047077-696a0 | http://is18.auto.ru/all/images/d1/6f/60x45/d16f01b0.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #9c9999 | 579 000 |  2011  |  100 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007101029-10ab0 | http://is2.auto.ru/all/images/ba/e2/60x45/bae25b64.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #FFFFFF | 950 000 |  2012  |  63 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Ялта | 20.01.15
1006160285-c109 | http://is16.auto.ru/all/images/cc/ad/60x45/ccad8a3b.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 590 000 |  2010  |  98 367 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007040201-e8734f | http://is16.auto.ru/all/images/d5/13/60x45/d5134843.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #CACECB | 300 000 |  2007  |  133 333 км  |  1.4 MT (75 л.с.)универсал, бензин, передний  | Петрозаводск | 20.01.15
1007099651-98a1 | http://is17.auto.ru/all/images/7a/33/60x45/7a335923.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #CACECB | 300 000 |  2007  |  130 000 км  |  1.4 MT (75 л.с.)универсал, бензин, передний  | Петрозаводск | 20.01.15
1006986631-385eab | http://is6.auto.ru/all/images/b6/ff/60x45/b6ffc9b9.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #000000 | 570 000 |  2010  |  65 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1002161375-672bdc | http://is12.auto.ru/all/images/b6/00/60x45/b6003bd6.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #34ba2b | 300 000 |  2006  |  151 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Чебоксары | 20.01.15
1007098065-39006 | http://is7.auto.ru/all/images/5d/28/60x45/5d28560f.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #926547 | 550 000 |  2009  |  96 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1006620761-5a2ad | http://is9.auto.ru/all/images/d0/3a/60x45/d03a3de0.jpg |  Skoda Octavia III1.8 AT (180 л.с.)  | #000000 | 1 249 877 |  2014  |  20 415 км  |  1.8 AT (180 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007039137-3196 | http://is18.auto.ru/all/images/e6/27/60x45/e627f3c1.jpg |  Skoda Octavia III1.2 AT (105 л.с.)  | #000000 | 715 000 |  2013  |  50 000 км  |  1.2 AT (105 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1006416555-eb07 | http://is13.auto.ru/all/images/ae/23/60x45/ae23a466.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #ffefd5 | 505 000 |  2009  |  94 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1006741819-30fa2 | http://is5.auto.ru/all/images/ae/83/60x45/ae830861.jpg |  Skoda Octavia II Рестайлинг1.8 AT (160 л.с.)  | #000000 | 490 000 |  2008  |  80 000 км  |  1.8 AT (160 л.с.)лифтбек, бензин, передний  | Серпухов | 20.01.15
1006367639-40a5f6 | http://is11.auto.ru/all/images/8e/16/60x45/8e161839.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #000000 | 720 000 |  2012  |  88 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1006675891-e0ad7 | http://is15.auto.ru/all/images/c1/ee/60x45/c1ee382f.jpg |  Skoda Octavia III1.8 AT (180 л.с.)  | #CACECB | 995 000 |  2014  |  8 942 км  |  1.8 AT (180 л.с.)лифтбек, бензин, передний  | Тверь | 20.01.15
1007097817-68034 | http://is14.auto.ru/all/images/0a/e6/60x45/0ae65ad7.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #FFFFFF | 820 000 |  2012  |  53 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1006988153-5dad8 | http://is5.auto.ru/all/images/cd/be/60x45/cdbea933.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #FF0000 | 445 000 |  2008  |  88 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Тюмень | 20.01.15
1007097707-412e5 | http://is16.auto.ru/all/images/69/f7/60x45/69f7935a.jpg |  Skoda Octavia II1.8 MT (152 л.с.)  | #9c9999 | 650 000 |  2008  |  133 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1004079656-baf4ef | http://is9.auto.ru/all/images/e4/62/60x45/e462db8c.jpg |  Skoda Octavia II Рестайлинг1.4 MT (122 л.с.)  | #CACECB | 645 000 |  2010  |  76 000 км  |  1.4 MT (122 л.с.)лифтбек, бензин, передний  | Гусь-Хрустальный | 20.01.15
1007096663-e7a62 | http://is16.auto.ru/all/images/df/51/60x45/df514611.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #CACECB | 450 000 |  2007  |  118 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Куровское | 20.01.15
1006574961-3c26e9 | http://is2.auto.ru/all/images/cf/d7/60x45/cfd736b9.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 880 000 |  2013  |  36 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1006616321-a23a34 | http://is10.auto.ru/all/images/ab/fc/60x45/abfc35dd.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #34ba2b | 250 000 |  2001  |  250 000 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1006616569-a63677 | http://is6.auto.ru/all/images/88/97/60x45/8897bb7f.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #926547 | 555 000 |  2011  |  60 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007040459-4c9166 | http://is2.auto.ru/all/images/9c/1f/60x45/9c1f7641.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #000000 | 310 000 |  2007  |  160 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Волгоград | 20.01.15
1007094325-3a7cb1 | http://is18.auto.ru/all/images/81/96/60x45/8196a4f0.jpg |  Skoda Octavia I Рестайлинг1.6 AT (102 л.с.)  | #9c9999 | 477 777 |  2010  |  76 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007094483-ee73 | http://is18.auto.ru/all/images/df/91/60x45/df919b3c.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 333 333 |  2008  |  87 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007094013-fde01 | http://is9.auto.ru/all/images/98/05/60x45/98053c6a.jpg |  Skoda Octavia I1.8 MT (125 л.с.)  | #000000 | 247 000 |  1997  |  204 000 км  |  1.8 MT (125 л.с.)лифтбек, бензин, передний  | Тула | 20.01.15
1006796227-8df0a | http://is9.auto.ru/all/images/7f/20/60x45/7f206e3f.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #9c9999 | 540 000 |  2011  |  65 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Новосибирск | 20.01.15
1007089707-926f | http://is4.auto.ru/all/images/9b/6c/60x45/9b6c231b.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #FFFFFF | 798 000 |  2012  |  55 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Москва | 20.01.15
1007084419-4d4da | http://is2.auto.ru/all/images/03/5e/60x45/035e29c3.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #CACECB | 250 000 |  2007  |  180 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 20.01.15
1007055871-7a174 | http://is2.auto.ru/all/images/96/01/60x45/96017300.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #0000FF | 370 000 |  2005  |  125 000 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Москва | 20.01.15
1004909249-99bfdd | http://is2.auto.ru/all/images/5d/68/60x45/5d689321.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #ffefd5 | 453 000 |  2008  |  94 000 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Москва | 20.01.15
1007055195-c8eb | http://is12.auto.ru/all/images/1c/0d/60x45/1c0df579.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #ffefd5 | 309 000 |  2005  |  160 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Воронеж | 20.01.15
1007054601-2048a1 | http://is18.auto.ru/all/images/47/d7/60x45/47d76078.jpg |  Skoda Octavia III1.8 AT (180 л.с.)  | #000000 | 1 180 000 |  2014  |  14 000 км  |  1.8 AT (180 л.с.)лифтбек, бензин, передний  | Москва | 19.01.15
1006570619-4e71 | http://is2.auto.ru/all/images/4e/d3/60x45/4ed3eb3d.jpg |  Skoda Octavia III1.4 AT (140 л.с.)  | #FFFFFF | 1 050 000 |  2014  |  25 000 км  |  1.4 AT (140 л.с.)лифтбек, бензин, передний  | Москва | 19.01.15
1007053881-4b5569 | http://is2.auto.ru/all/images/5c/18/60x45/5c1834ba.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #000000 | 900 000 |  2012  |  34 000 км  |  1.8 AT (152 л.с.)универсал, бензин, передний  | Самара | 19.01.15
