1007256331-ecc78 | http://is15.auto.ru/all/images/51/b6/60x45/51b636f9.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 450 000 |  2006  |  93 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Санкт-Петербург | 23.01.15
1005574151-6c960 | http://is15.auto.ru/all/images/03/e1/60x45/03e139fc.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #9c9999 | 400 000 |  2008  |  140 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Верхняя Пышма | 17.01.15
1004975237-b47a | http://is7.auto.ru/all/images/e0/f3/60x45/e0f394bb.jpg |  Honda Civic VI2.0 MT (240 л.с.)  | #000000 | 200 000 |  1998  |  5 000 км  |  2.0 MT (240 л.с.)купе, бензин, передний  | Москва | 17.01.15
1006880043-c2d6 | http://is10.auto.ru/all/images/ee/d8/60x45/eed82d3b.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FFFFFF | 450 000 |  2008  |  78 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Ржев | 17.01.15
1006878347-29c9 | http://is8.auto.ru/all/images/c3/3a/60x45/c33a9798.jpg |  Honda Civic VI1.5 MT (115 л.с.)  | #000000 | 120 000 |  1998  |  260 000 км  |  1.5 MT (115 л.с.)хэтчбек, бензин, передний  | Йошкар-Ола | 16.01.15
1005588549-70ebdd | http://is6.auto.ru/all/images/40/86/60x45/4086aadc.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #000000 | 615 000 |  2010  |  56 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Москва | 16.01.15
1006877367-ae1f3 | http://is11.auto.ru/all/images/51/fc/60x45/51fc5ec2.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #0088ff | 400 000 |  2007  |  139 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Липецк | 16.01.15
1006866843-1465 | http://is7.auto.ru/all/images/2d/4a/60x45/2d4a4f1f.jpg |  Honda Civic IX1.8 AT (142 л.с.)  | #000000 | 750 000 |  2012  |  53 000 км  |  1.8 AT (142 л.с.)седан, бензин, передний  | Краснодар | 16.01.15
1006874411-1da84 | http://is1.auto.ru/all/images/9c/bc/60x45/9cbcfda3.jpg |  Honda Civic VII1.7 AT (125 л.с.)  | #CACECB | 160 000 |  2001  |  80 000 км  |  1.7 AT (125 л.с.)седан, бензин, передний  | Москва | 16.01.15
1006748535-63484 | http://is11.auto.ru/all/images/8f/84/60x45/8f84a120.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 450 000 |  2007  |  129 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 16.01.15
1006871927-2ce553 | http://is11.auto.ru/all/images/dd/74/60x45/dd74a01a.jpg |  Honda Civic VII1.4 MT (90 л.с.)  | #CACECB | 269 000 |  2001  |  153 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Ярославль | 16.01.15
1006874923-c70c | http://is4.auto.ru/all/images/4c/ca/60x45/4ccaa855.jpg |  Honda Civic VI1.5 MT (115 л.с.)  | #CACECB | 175 000 |  1996  |  220 000 км  |  1.5 MT (115 л.с.)седан, бензин, передний  | Москва | 16.01.15
1006812259-6afe60 | http://is11.auto.ru/all/images/3f/c4/60x45/3fc45d79.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #9c9999 | 465 000 |  2008  |  110 884 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Калининград | 16.01.15
1005449833-015f | http://is14.auto.ru/all/images/e4/a5/60x45/e4a528d2.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #FF0000 | 770 000 |  2011  |  43 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 16.01.15
48694028-2b492 | http://is10.auto.ru/all/images/a2/26/60x45/a2267886.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 440 000 |  2008  |  120 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Тверь | 16.01.15
1001824939-fd58 | http://is16.auto.ru/all/images/ab/20/60x45/ab20b99e.jpg |  Honda Civic VI1.5 MT (130 л.с.)  | #CACECB | 200 000 Правый руль |  1998  |  220 000 км  |  1.5 MT (130 л.с.)седан, бензин, передний  | Москва | 16.01.15
1006869125-2e1b8 | http://is17.auto.ru/all/images/6a/65/60x45/6a655ca1.jpg |  Honda Civic VII Рестайлинг1.6 MT (110 л.с.)  | #CACECB | 310 000 |  2004  |  108 000 км  |  1.6 MT (110 л.с.)седан, бензин, передний  | Дмитров | 16.01.15
1006868537-b591 | /i/all7/img/no-photo-thumb.gif |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #CACECB | 470 000 |  2009  |  100 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Астрахань | 16.01.15
1005517213-a0e2 | http://is3.auto.ru/all/images/ef/c5/60x45/efc58421.jpg |  Honda Civic VII1.6 AT (110 л.с.)  | #CACECB | 387 000 |  2004  |  145 000 км  |  1.6 AT (110 л.с.)седан, бензин, передний  | Москва | 16.01.15
1003408784-028401 | http://is14.auto.ru/all/images/f6/9d/60x45/f69d342f.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 440 000 |  2007  |  108 000 км  |  1.8 AT (140 л.с.)купе, бензин, передний  | Тюмень | 16.01.15
1006866387-f22d01 | http://is12.auto.ru/all/images/b7/6e/60x45/b76ec2d9.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #000000 | 400 000 |  2006  |  98 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Киреевск | 16.01.15
1006683137-930382 | http://is8.auto.ru/all/images/b3/31/60x45/b331170a.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #9c9999 | 525 000 |  2008  |  152 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Мытищи | 16.01.15
1006730439-eda0 | http://is5.auto.ru/all/images/f6/aa/60x45/f6aa9119.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 450 000 |  2007  |  106 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Тула | 16.01.15
1006208077-ce6955 | http://is13.auto.ru/all/images/5c/42/60x45/5c42895d.jpg |  Honda Civic VII1.7 AT (125 л.с.)  | #000000 | 275 000 |  2001  |  200 000 км  |  1.7 AT (125 л.с.)купе, бензин, передний  | Люберцы | 16.01.15
1006319093-1084 | http://is17.auto.ru/all/images/3f/bc/60x45/3fbc1de1.jpg |  Honda Civic V1.6 MT (125 л.с.)  | #34ba2b | 140 000 |  1995  |  150 000 км  |  1.6 MT (125 л.с.)хэтчбек, бензин, передний  | Зеленоград | 13.01.15
1006689949-c0e49a | /i/all7/img/no-photo-thumb.gif |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 420 000 |  2008  |  115 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Санкт-Петербург | 13.01.15
1006412561-36df | http://is5.auto.ru/all/images/17/de/60x45/17de5dfd.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #926547 | 575 000 |  2010  |  106 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Щербинка | 13.01.15
1001616882-a48873 | http://is6.auto.ru/all/images/66/9f/60x45/669f34e1.jpg |  Honda Civic VI1.4 MT (90 л.с.)  | #FFFFFF | 180 000 |  1997  |  240 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Домодедово | 13.01.15
1005694147-d0f7e3 | http://is4.auto.ru/all/images/a9/1b/60x45/a91b3151.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #000000 | 489 000 |  2008  |  128 575 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Санкт-Петербург | 13.01.15
1006681497-7aa82 | http://is15.auto.ru/all/images/26/e7/60x45/26e7ad25.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #9c9999 | 440 000 |  2006  |  125 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Ломоносов | 13.01.15
1004693471-1b3508 | http://is1.auto.ru/all/images/8e/7b/60x45/8e7be4a8.jpg |  Honda Civic VI1.4 AT (90 л.с.)  | #FFFFFF | 265 000 |  1997  |  139 000 км  |  1.4 AT (90 л.с.)хэтчбек, бензин, передний  | Москва | 13.01.15
1006687193-ee1d7 | http://is3.auto.ru/all/images/19/2a/60x45/192a6c12.jpg |  Honda Civic VI1.4 MT (75 л.с.)  | #CACECB | 260 000 |  1999  |  190 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Нижний Новгород | 13.01.15
1006685467-914caf | http://is3.auto.ru/all/images/90/01/60x45/9001e184.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 495 000 |  2008  |  77 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Ейск | 13.01.15
1006683893-b0e4 | http://is2.auto.ru/all/images/91/15/60x45/9115d46c.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #0000FF | 433 000 |  2007  |  90 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Ижевск | 13.01.15
1006631205-5fb53 | /i/all7/img/no-photo-thumb.gif |  Honda Civic IX1.8 AT (142 л.с.)  | #926547 | 850 000 |  2012  |  41 000 км  |  1.8 AT (142 л.с.)седан, бензин, передний  | Череповец | 13.01.15
1005169679-c129 | http://is3.auto.ru/all/images/df/02/60x45/df021828.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #0000FF | 539 000 |  2009  |  87 500 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Санкт-Петербург | 13.01.15
1006682207-99bdb | http://is14.auto.ru/all/images/47/f0/60x45/47f0535d.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #9c9999 | 380 000 |  2008  |  140 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Казань | 13.01.15
1006681653-d716d7 | http://is17.auto.ru/all/images/fc/c5/60x45/fcc5f315.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #FF0000 | 450 000 |  2007  |  92 700 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Ростов-на-Дону | 13.01.15
46542316-1c2e65 | http://is2.auto.ru/all/images/d4/58/60x45/d458a7f3.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #926547 | 750 000 |  2008  |  70 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 13.01.15
48541134-5faf5 | http://is7.auto.ru/all/images/2a/ed/60x45/2aeda32c.jpg |  Honda Civic VII1.7 AT (125 л.с.)  | #9c9999 | 300 000 |  2002  |  128 000 км  |  1.7 AT (125 л.с.)купе, бензин, передний  | Москва | 13.01.15
1006679047-81530 | http://is15.auto.ru/all/images/76/60/60x45/76602cf5.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #000000 | 510 000 Правый руль |  2007  |  120 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 13.01.15
1006632255-f4fc4 | http://is6.auto.ru/all/images/cd/c0/60x45/cdc09200.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #000000 | 570 000 |  2008  |  80 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Орел | 13.01.15
1006679231-3bf7 | http://is6.auto.ru/all/images/8b/7e/60x45/8b7edbea.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 460 000 |  2007  |  98 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Уфа | 13.01.15
1005383455-0de41 | http://is3.auto.ru/all/images/7c/70/60x45/7c7088f8.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FF0000 | 548 000 |  2008  |  86 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 13.01.15
1006575193-2d3e1 | http://is8.auto.ru/all/images/4e/72/60x45/4e725f1a.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #0000FF | 470 000 |  2009  |  138 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Ейск | 13.01.15
1001720563-6186ea | http://is3.auto.ru/all/images/dc/7f/60x45/dc7f3534.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #ffefd5 | 500 000 |  2008  |  109 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Домодедово | 13.01.15
1006632341-258c9 | http://is6.auto.ru/all/images/83/1a/60x45/831a2801.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #0088ff | 500 000 |  2008  |  132 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 13.01.15
22502236-03cde | http://is11.auto.ru/all/images/13/02/60x45/1302c467.jpg |  Honda Civic VIII Type S1.3 CVT (99 л.с.)  | #000000 | 469 000 |  2009  |  51 500 км  |  1.3 CVT (99 л.с.)хэтчбек, бензин, передний  | Рыбинск | 13.01.15
1006671373-615c | http://is17.auto.ru/all/images/05/c8/60x45/05c855aa.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #0088ff | 400 000 |  2006  |  179 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Кострома | 13.01.15
1006671381-15f012 | http://is17.auto.ru/all/images/05/c8/60x45/05c855aa.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #0088ff | 400 000 |  2006  |  179 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Кострома | 13.01.15
1006632915-47f9f8 | http://is3.auto.ru/all/images/e7/e8/60x45/e7e82723.jpg |  Honda Civic V1.5 MT (90 л.с.)  | #9c9999 | 120 000 |  1994  |  460 000 км  |  1.5 MT (90 л.с.)седан, бензин, передний  | Севастополь | 13.01.15
1006632089-6171 | http://is1.auto.ru/all/images/3b/19/60x45/3b190a41.jpg |  Honda Civic VI1.5 MT (115 л.с.)  | #CACECB | 210 000 |  1998  |  217 000 км  |  1.5 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
11332362-fcb7 | http://is15.auto.ru/all/images/30/34/60x45/30342cab.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #FF0000 | 470 000 |  2009  |  50 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Санкт-Петербург | 12.01.15
48481506-e3ac3 | http://is18.auto.ru/all/images/ba/62/60x45/ba624e3a.jpg |  Honda Civic II1.6 AT (109 л.с.) 4WD  | #0000FF | 79 000 Правый руль |  1990  |  170 000 км  |  1.6 AT (109 л.с.) 4WDуниверсал, бензин, полный  | Москва | 12.01.15
1006629481-34f3 | /i/all7/img/no-photo-thumb.gif |  Honda Civic IX1.8 MT (142 л.с.)  | #FFFFFF | 790 000 |  2012  |  24 500 км  |  1.8 MT (142 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006627731-da2815 | http://is11.auto.ru/all/images/27/40/60x45/2740288f.jpg |  Honda Civic VI1.6 AT (160 л.с.)  | #FFFFFF | 350 000 |  1999  |  60 000 км  |  1.6 AT (160 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006626007-522b7 | http://is4.auto.ru/all/images/bd/20/60x45/bd209bf4.jpg |  Honda Civic VI1.4 MT (90 л.с.)  | #0000FF | 300 000 |  1998  |  150 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
48751718-238c26 | http://is9.auto.ru/all/images/1a/70/60x45/1a701327.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #FF0000 | 465 000 |  2007  |  125 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Ростов-на-Дону | 12.01.15
1006624645-01cd | http://is5.auto.ru/all/images/eb/e9/60x45/ebe95eab.jpg |  Honda Civic IX1.8 AT (142 л.с.)  | #FFFFFF | 1 050 000 |  2013  |  3 700 км  |  1.8 AT (142 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006574341-cf88 | http://is8.auto.ru/all/images/ff/ee/60x45/ffee756b.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #FF0000 | 550 000 |  2009  |  67 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Сочи | 12.01.15
1006624007-4a04 | http://is10.auto.ru/all/images/fc/84/60x45/fc8477f0.jpg |  Honda Civic VII1.7 AT (125 л.с.)  | #000000 | 255 000 |  2001  |  223 000 км  |  1.7 AT (125 л.с.)седан, бензин, передний  | Москва | 12.01.15
1006621789-40c9e | http://is18.auto.ru/all/images/d4/87/60x45/d4871234.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #000000 | 610 000 |  2011  |  65 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Нижний Новгород | 12.01.15
1003895946-7a819 | http://is6.auto.ru/all/images/1f/86/60x45/1f86e55a.jpg |  Honda Civic IX1.8 MT (142 л.с.)  | #000000 | 740 000 |  2013  |  45 000 км  |  1.8 MT (142 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006621343-dbde7e | http://is16.auto.ru/all/images/23/40/60x45/23402404.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #9c9999 | 500 000 |  2008  |  130 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Тюмень | 12.01.15
1006464737-5aab | http://is7.auto.ru/all/images/ce/e7/60x45/cee7f210.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 450 000 |  2008  |  105 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Воскресенск | 12.01.15
1005566351-8f3a7 | http://is17.auto.ru/all/images/5a/69/60x45/5a69f752.jpg |  Honda Civic VI1.4 MT (75 л.с.)  | #FF0000 | 229 000 |  1998  |  250 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Москва | 12.01.15
1006574019-2f9a2a | /i/all7/img/no-photo-thumb.gif |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #9c9999 | 510 000 |  2010  |  75 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 12.01.15
1006620849-cb49a | http://is6.auto.ru/all/images/a1/7a/60x45/a17a5353.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #000000 | 690 000 |  2011  |  78 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Нижний Новгород | 12.01.15
1004563823-b9236 | http://is16.auto.ru/all/images/29/6a/60x45/296a3c9a.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #0000FF | 480 000 |  2008  |  118 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 12.01.15
1006617395-590ff | http://is5.auto.ru/all/images/da/ef/60x45/daefd830.jpg |  Honda Civic V1.5 MT (90 л.с.)  | #FF0000 | 35 000 |  1993  |  400 000 км  |  1.5 MT (90 л.с.)седан, бензин, передний  | Ярославль | 12.01.15
1006617385-fbbf46 | http://is5.auto.ru/all/images/f4/8b/60x45/f48be805.jpg |  Honda Civic V1.5 MT (90 л.с.)  | #0000FF | 75 000 |  1993  |  150 000 км  |  1.5 MT (90 л.с.)седан, бензин, передний  | Вологда | 12.01.15
