1004747151-6724 | http://is7.auto.ru/all/images/42/c9/60x45/42c97d56.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #926547 | 80 000 |  2008  |  83 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Павловский Посад | 23.01.15
48336052-6c07 | http://is9.auto.ru/all/images/6c/8f/60x45/6c8f2e00.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #0000FF | 180 000 |  2007  |  4 800 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 13.01.15
1006684585-ef5a | http://is5.auto.ru/all/images/2a/50/60x45/2a50a49b.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #ffefd5 | 120 000 |  2008  |  90 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Пятигорск | 13.01.15
1006683793-e0b62 | http://is15.auto.ru/all/images/63/d3/60x45/63d3ac4b.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #926547 | 112 000 |  2009  |  49 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Великий Новгород | 13.01.15
1006683219-c71b5 | http://is9.auto.ru/all/images/8d/48/60x45/8d48ad70.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #FFFFFF | 75 000 |  2008  |  50 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Вязьма | 13.01.15
1006523237-697345 | http://is6.auto.ru/all/images/09/8f/60x45/098f7b9c.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 52 000 |  2002  |  94 100 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Воскресенск | 13.01.15
48202134-ce3c | http://is5.auto.ru/all/images/e7/75/60x45/e775b480.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #FF0000 | 45 000 |  2006  |  108 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Белгород | 13.01.15
1006680795-ce9cba | http://is3.auto.ru/all/images/97/18/60x45/9718355e.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #34ba2b | 35 000 |  1998  |  106 584 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Красногорск | 13.01.15
1006679417-e3be | http://is14.auto.ru/all/images/18/1b/60x45/181b48fe.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 111 000 |  2009  |  23 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Балабаново | 13.01.15
1006679217-fd8d | http://is9.auto.ru/all/images/ec/96/60x45/ec9675c1.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #0088ff | 45 000 Правый руль |  1988  |  85 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Липецк | 13.01.15
1002874159-eaa85b | http://is2.auto.ru/all/images/d2/90/60x45/d29025ef.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FFFFFF | 70 000 |  2005  |  135 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Орел | 13.01.15
1006679193-fc539 | http://is9.auto.ru/all/images/ec/96/60x45/ec9675c1.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #0088ff | 45 000 Правый руль |  1988  |  85 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Липецк | 13.01.15
1006677723-baec | http://is3.auto.ru/all/images/d7/08/60x45/d708539e.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #9c9999 | 35 000 |  2005  |  50 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Ногинск | 13.01.15
1006678495-246b | http://is18.auto.ru/all/images/b5/f7/60x45/b5f711ec.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FFFFFF | 110 000 |  2008  |  45 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Дмитров | 13.01.15
1006677587-26efaf | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FFFFFF | 70 000 |  2006  |  74 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Воронеж | 13.01.15
1006677435-1ac33 | http://is13.auto.ru/all/images/1c/67/60x45/1c67e395.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #0000FF | 65 000 |  2002  |  112 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Серпухов | 13.01.15
1006631291-146d | http://is14.auto.ru/all/images/38/12/60x45/381221f1.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #926547 | 85 000 |  2007  |  41 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Великий Новгород | 13.01.15
1006675795-2ee8 | http://is5.auto.ru/all/images/8e/7f/60x45/8e7f5bb5.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 75 000 |  2007  |  75 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Кондрово | 13.01.15
47192524-5597 | http://is2.auto.ru/all/images/f6/4a/60x45/f64ad36a.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FFFFFF | 18 000 |  1996  |  115 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 13.01.15
1006675887-0267ee | http://is5.auto.ru/all/images/70/44/60x45/7044f44e.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 65 000 |  2003  |  83 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Владимир | 13.01.15
1004165683-dda7 | http://is2.auto.ru/all/images/ae/80/60x45/ae801615.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FFFFFF | 50 000 |  2000  |  110 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Москва | 13.01.15
1005323979-de5c | http://is11.auto.ru/all/images/c0/71/60x45/c071cbbc.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #FF0000 | 90 000 |  2006  |  92 918 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Тверь | 13.01.15
1006676873-55c2 | http://is18.auto.ru/all/images/18/70/60x45/1870737e.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #0000FF | 20 000 |  2001  |  120 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Москва | 13.01.15
1003547674-e1fb3 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 70 000 |  2003  |  68 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Смоленск | 13.01.15
1006675593-c6c4ef | http://is16.auto.ru/all/images/1f/0b/60x45/1f0b7032.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #9966CC | 83 000 |  2009  |  81 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Великий Новгород | 13.01.15
1006673735-2b18 | http://is3.auto.ru/all/images/02/d9/60x45/02d9b79d.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #34ba2b | 70 000 |  2003  |  15 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Чернянка | 13.01.15
1006305947-77ed | http://is18.auto.ru/all/images/3a/c4/60x45/3ac461c6.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #9966CC | 45 000 |  2002  |  84 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Тула | 13.01.15
1006633785-b0c48b | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FFFFFF | 65 000 |  2006  |  89 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Назрань | 13.01.15
49011246-26f22 | http://is14.auto.ru/all/images/e0/a3/60x45/e0a3e95e.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 32 000 |  2004  |  20 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Торбеево | 13.01.15
1006309341-071f | http://is6.auto.ru/all/images/5f/16/60x45/5f16c36e.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 60 000 |  2006  |  99 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Орел | 12.01.15
1006632659-bf10b | http://is2.auto.ru/all/images/d3/3c/60x45/d33cc761.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #9966CC | 70 000 Правый руль |  2007  |  70 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Белгород | 12.01.15
1006631841-d4d77 | http://is17.auto.ru/all/images/6d/c3/60x45/6dc3ecac.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FFFFFF | 35 000 |  1994  |  35 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Коломна | 12.01.15
1006631711-0953 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FFFFFF | 35 000 |  2001  |  150 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Павлово | 12.01.15
1006631141-6771 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 75 000 |  2007  |  95 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Брянск | 12.01.15
1006212761-ce131 | http://is8.auto.ru/all/images/30/ae/60x45/30ae85b2.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 105 000 |  2008  |  140 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Волово | 12.01.15
1006622147-74ccc2 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 21071.5 MT (77 л.с.)  | #FFFFFF | 50 000 |  1987  |  17 000 км  |  1.5 MT (77 л.с.)седан, бензин, задний  | Гулькевичи | 12.01.15
1006628633-bd329a | http://is2.auto.ru/all/images/1b/a7/60x45/1ba7baed.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #34ba2b | 40 000 |  2004  |  90 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Санкт-Петербург | 12.01.15
1006628583-ccc8 | http://is9.auto.ru/all/images/51/32/60x45/5132878b.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 75 000 |  2005  |  17 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Серебряные Пруды | 12.01.15
1006627619-95ce4 | http://is6.auto.ru/all/images/bf/c0/60x45/bfc06e5b.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 70 000 |  2007  |  75 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Варна | 12.01.15
1006625637-0fe3 | http://is6.auto.ru/all/images/2c/da/60x45/2cda45ec.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0088ff | 50 000 |  2003  |  65 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 12.01.15
1006518317-3f7526 | http://is2.auto.ru/all/images/f7/c4/60x45/f7c46110.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #9966CC | 68 000 |  2006  |  45 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Старая Купавна | 12.01.15
1006420537-8bd1 | http://is5.auto.ru/all/images/65/f3/60x45/65f38444.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #9966CC | 55 000 |  2001  |  89 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Сергиев Посад | 12.01.15
1006622637-95a44b | http://is18.auto.ru/all/images/46/9f/60x45/469f6202.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #9966CC | 65 000 |  2004  |  50 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Мичуринск | 12.01.15
1006413431-5c5af | http://is2.auto.ru/all/images/c6/09/60x45/c6096dbd.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 30 000 |  1997  |  150 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Владимир | 12.01.15
1006621649-c95f5 | http://is8.auto.ru/all/images/e5/21/60x45/e521664e.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FFFFFF | 25 000 |  1997  |  300 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Трехгорный | 12.01.15
1006620855-331a | http://is13.auto.ru/all/images/d3/b5/60x45/d3b5f7f9.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #0000FF | 65 000 |  2007  |  90 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Владимир | 12.01.15
1006618863-5845cd | http://is12.auto.ru/all/images/ad/49/60x45/ad4973b4.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #9c9999 | 60 000 |  2005  |  102 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Ставрополь | 12.01.15
1006618483-777a | http://is18.auto.ru/all/images/d8/89/60x45/d88901f2.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 73 000 |  2006  |  150 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Россошь | 12.01.15
44047342-58d883 | http://is8.auto.ru/all/images/11/35/60x45/1135165d.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 85 000 |  1998  |  38 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Тула | 12.01.15
45400652-bc37 | http://is13.auto.ru/all/images/63/ca/60x45/63ca7e82.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 50 000 |  2004  |  74 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Людиново | 12.01.15
1006617731-d206d | http://is5.auto.ru/all/images/81/32/60x45/813261e4.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 55 000 |  2008  |  40 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Елец | 12.01.15
1005249045-30ab | http://is17.auto.ru/all/images/a7/bb/60x45/a7bbbecc.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 70 000 |  2004  |  46 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Наро-Фоминск | 12.01.15
1006616409-279e | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #34ba2b | 35 000 |  2003  |  130 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Химки | 12.01.15
1004548233-776034 | http://is11.auto.ru/all/images/9d/ee/60x45/9dee7786.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 86 000 |  2009  |  82 345 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 12.01.15
1003492898-253336 | http://is17.auto.ru/all/images/86/9a/60x45/869a5c60.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #0000FF | 25 000 |  1998  |  81 766 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Москва | 12.01.15
1006615205-81c3 | http://is5.auto.ru/all/images/41/c5/60x45/41c55ffd.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #926547 | 79 000 |  2007  |  130 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Батайск | 12.01.15
1006598109-a1b0 | http://is5.auto.ru/all/images/39/25/60x45/39257246.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #0000FF | 60 000 |  2002  |  89 776 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Москва | 12.01.15
1005993733-e06349 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 105 000 |  2008  |  86 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 12.01.15
1002945026-2878d3 | http://is12.auto.ru/all/images/21/05/60x45/2105297f.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 110 000 |  2006  |  103 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 12.01.15
1006576881-60a4c3 | http://is9.auto.ru/all/images/1e/81/60x45/1e8170a1.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #FF0000 | 100 000 |  2007  |  50 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Серпухов | 12.01.15
1006576511-ffe07 | http://is2.auto.ru/all/images/05/f1/60x45/05f15274.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FF0000 | 105 000 |  2008  |  64 500 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Калуга | 12.01.15
1004711869-cfb800 | http://is18.auto.ru/all/images/36/fa/60x45/36fa1353.jpg |  ВАЗ 21071.3 MT (80 л.с.)  | #FFFFFF | 55 000 |  1993  |  136 000 км  |  1.3 MT (80 л.с.)седан, бензин, задний  | Пушкино | 11.01.15
1006575497-ab43 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 76 000 |  2008  |  43 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Санкт-Петербург | 11.01.15
1002236757-89fb68 | http://is4.auto.ru/all/images/9c/2e/60x45/9c2e5f02.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FF0000 | 85 000 |  2008  |  38 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Бронницы | 11.01.15
1006573031-4d1e8 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #34ba2b | 30 000 |  2004  |  100 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Санкт-Петербург | 11.01.15
1006523579-650828 | http://is16.auto.ru/all/images/83/15/60x45/83152e86.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 67 000 |  1994  |  177 076 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Казанская | 11.01.15
1006572941-d6440 | http://is3.auto.ru/all/images/64/b6/60x45/64b62a49.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 80 000 |  2008  |  65 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Брянск | 11.01.15
1006572425-93b14c | http://is17.auto.ru/all/images/0c/46/60x45/0c46e32b.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #0000FF | 99 000 |  2005  |  23 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Прямицыно | 11.01.15
1006212307-ec6a7a | http://is9.auto.ru/all/images/6b/41/60x45/6b4180de.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FF0000 | 120 000 |  2008  |  130 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 11.01.15
1006571885-09c5 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FFFFFF | 40 000 Правый руль |  1998  |  7 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Анапа | 11.01.15
1006571649-f35d | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 50 000 |  2007  |  145 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Истра | 11.01.15
1006571545-4d4fc | http://is10.auto.ru/all/images/eb/bc/60x45/ebbc26bf.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 80 000 |  2007  |  100 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Белгород | 11.01.15
1006570693-35b4d | http://is12.auto.ru/all/images/8a/7c/60x45/8a7ca47f.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 60 000 |  2005  |  49 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 11.01.15
46700394-cabfaf | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #34ba2b | 70 000 |  2005  |  113 060 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Ростов-на-Дону | 11.01.15
1006569185-d000 | http://is5.auto.ru/all/images/3c/b2/60x45/3cb26938.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FF0000 | 58 000 |  2008  |  40 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Торбеево | 11.01.15
1002153557-d7c795 | http://is17.auto.ru/all/images/c3/f8/60x45/c3f870c9.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 65 000 |  2006  |  130 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Калуга | 11.01.15
1005912687-b36a6 | http://is8.auto.ru/all/images/97/4f/60x45/974feaaf.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #ffefd5 | 110 000 |  2000  |  25 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Москва | 11.01.15
1006360197-6715fd | http://is9.auto.ru/all/images/5a/71/60x45/5a7119b9.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FFFFFF | 130 000 |  2010  |  105 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Ачинск | 11.01.15
