1007233097-89f664 | http://is18.auto.ru/all/images/84/3c/60x45/843c2520.jpg |  ВАЗ Kalina II1.6 MT (98 л.с.)  | #9c9999 | 355 000 |  2014  |  6 385 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Пенза | 23.01.15
1006856843-02df | http://is7.auto.ru/all/images/96/cb/60x45/96cb823d.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #34ba2b | 173 000 |  2006  |  76 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Анна | 16.01.15
1006855577-518d | http://is9.auto.ru/all/images/43/a6/60x45/43a6d584.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FFFFFF | 245 000 |  2012  |  34 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Кемерово | 16.01.15
1000660107-9de18d | http://is4.auto.ru/all/images/1b/02/60x45/1b0211ca.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 170 000 |  2006  |  34 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 16.01.15
1006814999-46269 | http://is10.auto.ru/all/images/35/10/60x45/3510af97.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 230 000 |  2011  |  80 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Брянск | 15.01.15
1006814801-490ac | http://is12.auto.ru/all/images/c2/81/60x45/c2814ed6.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0000FF | 170 000 |  2008  |  160 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Ливны | 15.01.15
1006215503-7ac49 | http://is17.auto.ru/all/images/89/e6/60x45/89e6270e.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 260 000 |  2011  |  39 500 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Суоярви | 15.01.15
1006814963-a368c6 | http://is5.auto.ru/all/images/ee/8f/60x45/ee8f99b5.jpg |  ВАЗ Kalina II1.6 AT (98 л.с.)  | #FFFFFF | 420 000 |  2013  |  29 500 км  |  1.6 AT (98 л.с.)хэтчбек, бензин, передний  | Краснодар | 15.01.15
1003282604-b381c | http://is6.auto.ru/all/images/c0/76/60x45/c0764b95.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9966CC | 170 000 |  2008  |  178 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Советский | 15.01.15
43604340-3da9f | http://is13.auto.ru/all/images/be/99/60x45/be999eae.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #9c9999 | 220 000 |  2011  |  41 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Владимир | 15.01.15
1006813535-7efd68 | http://is12.auto.ru/all/images/e4/c3/60x45/e4c3ab41.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 215 000 |  2011  |  44 400 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Электросталь | 15.01.15
1006813697-93ef4 | http://is5.auto.ru/all/images/b6/98/60x45/b6983cd5.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #ffefd5 | 170 000 |  2007  |  93 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Павловский Посад | 15.01.15
1006813515-21f9a | http://is8.auto.ru/all/images/6e/46/60x45/6e46d1ce.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #FF0000 | 250 000 |  2012  |  90 000 км  |  1.4 MT (89 л.с.)универсал, бензин, передний  | Бронницы | 15.01.15
1006812215-4e7247 | http://is2.auto.ru/all/images/6c/f0/60x45/6cf00340.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0000FF | 155 000 |  2006  |  9 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Смоленск | 15.01.15
1006812725-d39d68 | http://is17.auto.ru/all/images/8a/e9/60x45/8ae927f8.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #9966CC | 179 999 |  2009  |  59 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Сургут | 15.01.15
1005733683-6bd2 | http://is14.auto.ru/all/images/08/ba/60x45/08ba1bb5.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 194 000 |  2008  |  68 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006811027-47ef7 | http://is14.auto.ru/all/images/56/05/60x45/56058bdf.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 280 000 |  2011  |  45 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Москва | 15.01.15
1006750041-78e5b | http://is17.auto.ru/all/images/4d/3a/60x45/4d3a7f33.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 215 000 |  2011  |  77 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Кинешма | 15.01.15
1006752513-4041f | http://is18.auto.ru/all/images/d1/d5/60x45/d1d56944.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #9c9999 | 230 000 |  2009  |  78 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Тольятти | 15.01.15
1006742397-6a62c | http://is15.auto.ru/all/images/c7/01/60x45/c7018071.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0088ff | 145 000 |  2006  |  92 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Воронеж | 15.01.15
1006806149-3943 | http://is7.auto.ru/all/images/33/a8/60x45/33a8ecc4.jpg |  ВАЗ Kalina I Sport1.6 MT (98 л.с.)  | #FFFFFF | 330 000 |  2012  |  50 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Белгород | 15.01.15
1006805013-e1fe17 | http://is9.auto.ru/all/images/88/6e/60x45/886e1f50.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #000000 | 260 000 |  2011  |  65 000 км  |  1.4 MT (89 л.с.)универсал, бензин, передний  | Тольятти | 15.01.15
1006803669-4337f9 | http://is1.auto.ru/all/images/fa/48/60x45/fa4863d6.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 135 000 |  2008  |  85 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Киров | 15.01.15
1006803145-41181 | http://is6.auto.ru/all/images/c4/15/60x45/c41514bc.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 239 000 |  2011  |  72 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Брянск | 15.01.15
1006802091-f6104 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 210 000 |  2008  |  37 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Воронеж | 15.01.15
1006800413-86fc | http://is5.auto.ru/all/images/f1/23/60x45/f123b9bf.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #FFFFFF | 305 000 |  2012  |  23 700 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Краснодар | 15.01.15
1006801207-d60c | http://is5.auto.ru/all/images/3f/69/60x45/3f69f424.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9966CC | 215 000 |  2009  |  41 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Череповец | 15.01.15
1006800305-55677 | http://is11.auto.ru/all/images/36/4c/60x45/364cd4d7.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 190 000 |  2009  |  64 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Морозовск | 15.01.15
1005107225-4ab7b | http://is17.auto.ru/all/images/32/f7/60x45/32f7eb3e.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 227 000 |  2010  |  86 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Великий Новгород | 15.01.15
1006799177-614d | http://is5.auto.ru/all/images/bb/67/60x45/bb674ee3.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 215 000 |  2010  |  67 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Казань | 15.01.15
1006798545-ca54 | http://is18.auto.ru/all/images/03/23/60x45/0323de41.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #000000 | 279 000 |  2010  |  40 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1002286979-a3b74 | http://is15.auto.ru/all/images/c9/f5/60x45/c9f5c446.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #CACECB | 189 000 |  2008  |  98 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Рязань | 15.01.15
1005706943-214354 | http://is5.auto.ru/all/images/c0/00/60x45/c0004f3d.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #CACECB | 175 000 |  2008  |  97 000 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Кирово-Чепецк | 15.01.15
1006796769-a78137 | http://is10.auto.ru/all/images/74/6b/60x45/746b078b.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #34ba2b | 168 000 |  2011  |  100 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Дмитров | 15.01.15
1006796759-78747b | http://is5.auto.ru/all/images/f1/1a/60x45/f11a1dfa.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FFFFFF | 250 000 |  2012  |  37 500 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Пенза | 15.01.15
1006796771-72ab | http://is10.auto.ru/all/images/45/bd/60x45/45bd6f1c.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 190 000 |  2009  |  60 800 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Санкт-Петербург | 15.01.15
1006795847-33d80 | http://is9.auto.ru/all/images/4c/f2/60x45/4cf26f30.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #9c9999 | 270 000 |  2010  |  50 000 км  |  1.4 MT (89 л.с.)универсал, бензин, передний  | Белореченск | 15.01.15
49401668-3ae38 | http://is6.auto.ru/all/images/1e/a6/60x45/1ea6c00b.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #FF0000 | 215 000 |  2010  |  81 600 км  |  1.4 MT (89 л.с.)универсал, бензин, передний  | Воронеж | 15.01.15
1004970985-194f | http://is17.auto.ru/all/images/d9/cd/60x45/d9cd5475.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #ffefd5 | 170 000 |  2008  |  76 000 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Иваново | 15.01.15
49188116-ca78e | http://is12.auto.ru/all/images/8e/04/60x45/8e04aaec.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 110 000 |  2007  |  100 400 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Суворов | 15.01.15
1003781194-47eb0 | http://is12.auto.ru/all/images/9e/5b/60x45/9e5b2cc0.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 150 000 |  2006  |  110 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Санкт-Петербург | 15.01.15
1004499931-59b2 | http://is9.auto.ru/all/images/df/99/60x45/df99f177.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 160 000 |  2007  |  140 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Смоленск | 15.01.15
1006753829-f19a | http://is8.auto.ru/all/images/a7/ac/60x45/a7ace1f4.jpg |  ВАЗ Kalina I1.6 MT (90 л.с.)  | #FF0000 | 128 000 |  2006  |  80 700 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Чехов | 14.01.15
1006753761-7b83 | http://is1.auto.ru/all/images/6f/66/60x45/6f66c8a6.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 228 000 |  2011  |  81 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Воронеж | 14.01.15
1005865147-09ad6a | http://is8.auto.ru/all/images/4c/de/60x45/4cdefb48.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 159 000 |  2007  |  137 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Малоярославец | 14.01.15
1006752507-84ed | http://is4.auto.ru/all/images/b7/a2/60x45/b7a24223.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 175 000 |  2009  |  45 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Саранск | 14.01.15
1006741255-a265 | http://is11.auto.ru/all/images/6c/5f/60x45/6c5f4f52.jpg |  ВАЗ Kalina I Sport1.6 MT (98 л.с.)  | #000000 | 230 000 |  2010  |  108 249 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Владимир | 14.01.15
1006206263-244b68 | http://is7.auto.ru/all/images/e7/1d/60x45/e71d29a2.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 260 000 |  2012  |  85 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Кольчугино | 14.01.15
39672968-386895 | http://is16.auto.ru/all/images/ec/d1/60x45/ecd1b862.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #34ba2b | 210 000 |  2011  |  41 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Киров | 14.01.15
1006748357-b1416 | http://is15.auto.ru/all/images/a7/d9/60x45/a7d98a6a.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #ffefd5 | 175 000 |  2007  |  75 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Астрахань | 14.01.15
1005970275-8428c | http://is12.auto.ru/all/images/f3/e6/60x45/f3e660b8.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #FF0000 | 199 000 |  2010  |  70 000 км  |  1.4 MT (89 л.с.)универсал, бензин, передний  | Москва | 14.01.15
1006747159-ff4077 | http://is16.auto.ru/all/images/b3/8b/60x45/b38bfaf4.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #34ba2b | 250 000 |  2011  |  36 400 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Санкт-Петербург | 14.01.15
1006746329-1924a8 | http://is2.auto.ru/all/images/72/1b/60x45/721b02b6.jpg |  ВАЗ Kalina II1.6 MT (87 л.с.)  | #0088ff | 375 000 |  2014  |  7 000 км  |  1.6 MT (87 л.с.)универсал, бензин, передний  | Шпаковское | 14.01.15
45465334-a97e9a | http://is2.auto.ru/all/images/ac/8b/60x45/ac8b86f0.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0000FF | 185 000 |  2009  |  54 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Ярославль | 14.01.15
1004633361-ce2c82 | http://is5.auto.ru/all/images/ad/c8/60x45/adc8f18a.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 215 000 |  2011  |  70 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Нижний Новгород | 14.01.15
1001470271-029e92 | http://is11.auto.ru/all/images/35/82/60x45/35823bee.jpg |  ВАЗ Kalina I1.6 MT (90 л.с.)  | #FFFFFF | 220 000 |  2007  |  35 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Белгород | 14.01.15
1006745055-367349 | http://is5.auto.ru/all/images/34/d1/60x45/34d130b4.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #CACECB | 217 000 |  2009  |  54 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Железнодорожный | 14.01.15
1006745631-99dd5 | http://is13.auto.ru/all/images/ee/37/60x45/ee374e8f.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #34ba2b | 140 000 |  2007  |  105 000 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Курск | 14.01.15
1006745497-0637f | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 254 000 |  2012  |  100 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Таганрог | 14.01.15
47971270-fa28 | http://is12.auto.ru/all/images/46/ab/60x45/46abec2a.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0088ff | 185 000 |  2007  |  92 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Смоленск | 14.01.15
1006745315-0c4756 | http://is12.auto.ru/all/images/ab/50/60x45/ab509871.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0000FF | 175 000 |  2007  |  109 600 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Павловск | 14.01.15
1006684789-eddd3 | http://is3.auto.ru/all/images/df/22/60x45/df228686.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #926547 | 185 500 |  2009  |  54 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 14.01.15
1006742727-afa71 | http://is3.auto.ru/all/images/8d/ce/60x45/8dce41d3.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FFFFFF | 200 000 |  2010  |  53 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Чебоксары | 14.01.15
46903944-34658 | http://is18.auto.ru/all/images/51/b2/60x45/51b2cb55.jpg |  ВАЗ Kalina II1.6 AT (98 л.с.)  | #000000 | 420 000 |  2014  |  18 000 км  |  1.6 AT (98 л.с.)хэтчбек, бензин, передний  | Чебоксары | 14.01.15
48117372-4018 | http://is8.auto.ru/all/images/d2/30/60x45/d230d4b9.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 245 000 |  2011  |  68 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Смоленск | 14.01.15
1006742477-bd5be | http://is14.auto.ru/all/images/82/21/60x45/82214933.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #34ba2b | 155 000 |  2011  |  150 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Дмитров | 14.01.15
1006418545-0523 | http://is11.auto.ru/all/images/e2/cf/60x45/e2cf1a93.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #CACECB | 215 000 |  2011  |  30 500 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Санкт-Петербург | 14.01.15
1003898274-10f1b | http://is3.auto.ru/all/images/0d/f9/60x45/0df9fd3e.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #FF0000 | 290 000 |  2011  |  10 000 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Москва | 14.01.15
43362262-737cd4 | http://is3.auto.ru/all/images/28/f1/60x45/28f196cc.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0000FF | 150 000 |  2007  |  135 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Орехово-Зуево | 14.01.15
561035-c787 | http://is17.auto.ru/all/images/e2/7b/60x45/e27b7e63.jpg |  ВАЗ Kalina II1.6 MT (106 л.с.)  | #CACECB | 449 800 |  2015  | Новый |  1.6 MT (106 л.с.)хэтчбек, бензин, передний  | Москва | 14.01.15
7467326-18da94 | http://is3.auto.ru/all/images/8d/03/60x45/8d038f1e.jpg |  ВАЗ Kalina II1.6 MT (87 л.с.)  | #FF9966 | 361 300 |  2015  | Новый |  1.6 MT (87 л.с.)хэтчбек, бензин, передний  | Москва | 14.01.15
16655562-a67b29 | http://is13.auto.ru/all/images/ad/97/60x45/ad97a33a.jpg |  ВАЗ Kalina II1.6 MT (87 л.с.)  | #926547 | 397 500 |  2015  | Новый |  1.6 MT (87 л.с.)универсал, бензин, передний  | Москва | 14.01.15
1004258387-6f0d3c | http://is13.auto.ru/all/images/59/b3/60x45/59b3664b.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 199 000 |  2010  |  57 370 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Санкт-Петербург | 14.01.15
1004905967-b846 | http://is16.auto.ru/all/images/a1/38/60x45/a1388387.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #CACECB | 236 000 |  2009  |  34 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Тольятти | 14.01.15
1006066725-0676 | http://is3.auto.ru/all/images/71/41/60x45/71418733.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 249 000 |  2010  |  27 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Тольятти | 14.01.15
1004905921-dd49 | http://is2.auto.ru/all/images/6f/22/60x45/6f221029.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 186 000 |  2008  |  46 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Тольятти | 14.01.15
