1007247967-f49f6 | http://is3.auto.ru/all/images/e4/61/60x45/e4614323.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #FFFFFF | 450 000 |  2014  |  15 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Балашиха | 22.01.15
1006873691-8f64 | http://is5.auto.ru/all/images/df/e9/60x45/dfe95fc4.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 245 000 |  2011  |  62 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Тольятти | 16.01.15
1006872847-c30b0 | http://is14.auto.ru/all/images/7a/bb/60x45/7abba572.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 240 000 |  2010  |  59 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Севск | 16.01.15
1005255669-344e5 | http://is17.auto.ru/all/images/ed/a9/60x45/eda9c0e5.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 290 000 |  2010  |  51 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Брянск | 16.01.15
1006870101-e63e0 | http://is7.auto.ru/all/images/ca/7d/60x45/ca7d4d10.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 200 000 |  2007  |  80 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Вязники | 16.01.15
1006870139-5719ba | http://is16.auto.ru/all/images/6f/44/60x45/6f44c8d1.jpg |  ВАЗ Priora I1.6 MT (81 л.с.)  | #CACECB | 249 000 |  2011  |  35 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Рязань | 16.01.15
1006868967-9b7f | http://is17.auto.ru/all/images/17/7c/60x45/177c2593.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 270 000 |  2010  |  50 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Людиново | 16.01.15
1006865677-b9af | http://is18.auto.ru/all/images/1a/dd/60x45/1addcd2f.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #926547 | 270 000 |  2011  |  120 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 16.01.15
1006689169-99b4d | http://is18.auto.ru/all/images/32/52/60x45/3252ce1d.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FF0000 | 200 000 |  2008  |  90 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Рассказово | 16.01.15
1006411647-886c | http://is16.auto.ru/all/images/9c/75/60x45/9c7536dc.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 280 000 |  2012  |  50 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Щекино | 16.01.15
1004167701-f2d0e | /i/all7/img/no-photo-thumb.gif |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 180 000 |  2008  |  100 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Октябрьский | 16.01.15
1006866651-6ca1 | http://is11.auto.ru/all/images/0a/75/60x45/0a756b68.jpg |  ВАЗ Priora I1.6 MT (87 л.с.)  | #000000 | 310 000 |  2011  |  40 000 км  |  1.6 MT (87 л.с.)хэтчбек, бензин, передний  | Волгодонск | 16.01.15
1006864781-1cb982 | http://is8.auto.ru/all/images/0e/1d/60x45/0e1d0b12.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 155 000 |  2008  |  87 152 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 16.01.15
1006865957-4ae88 | http://is2.auto.ru/all/images/e2/3a/60x45/e23aa8ee.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 225 000 |  2010  |  95 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Ижевск | 16.01.15
1006864873-6fee50 | http://is10.auto.ru/all/images/44/47/60x45/4447715e.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 290 000 |  2011  |  76 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Тольятти | 16.01.15
1006752659-cd22ab | http://is2.auto.ru/all/images/21/d2/60x45/21d20b39.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FF0000 | 300 000 |  2012  |  68 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Красногорск | 16.01.15
14895556-b25375 | http://is3.auto.ru/all/images/66/ee/60x45/66eec66a.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 255 000 |  2009  |  62 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Рязань | 16.01.15
1006863967-b4e3 | http://is1.auto.ru/all/images/05/33/60x45/0533696e.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 160 000 |  2007  |  130 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Архипо-Осиповка | 16.01.15
1006865049-7e4976 | http://is4.auto.ru/all/images/0e/57/60x45/0e579c92.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #0000FF | 235 000 |  2009  |  92 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006863371-60a1 | http://is8.auto.ru/all/images/b8/1c/60x45/b81c6446.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #0000FF | 255 000 |  2010  |  100 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Белгород | 16.01.15
1004429055-704253 | http://is15.auto.ru/all/images/9b/fb/60x45/9bfb2622.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 169 000 |  2010  |  37 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Санкт-Петербург | 16.01.15
1006864599-a588ad | http://is15.auto.ru/all/images/53/7f/60x45/537f8b3e.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #FFFFFF | 360 000 |  2013  |  27 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Лобня | 16.01.15
1006864373-f64e | http://is10.auto.ru/all/images/ba/4f/60x45/ba4f1614.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9966CC | 300 000 |  2011  |  76 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Ставрополь | 16.01.15
1006864389-7551 | http://is10.auto.ru/all/images/ba/4f/60x45/ba4f1614.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9966CC | 300 000 |  2011  |  76 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Ставрополь | 16.01.15
40038800-1b0df8 | http://is17.auto.ru/all/images/a2/79/60x45/a279722f.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 370 000 |  2011  |  53 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Брянск | 16.01.15
1006815363-384a6 | http://is8.auto.ru/all/images/eb/30/60x45/eb30ccc7.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 200 000 |  2010  |  65 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Шатура | 16.01.15
1006807463-00f3 | http://is18.auto.ru/all/images/ad/63/60x45/ad63ce10.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 270 000 |  2011  |  89 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Нижний Новгород | 16.01.15
1005587913-df05 | http://is14.auto.ru/all/images/ef/13/60x45/ef13fd05.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 210 000 |  2007  |  59 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Воскресенск | 16.01.15
1006860471-6ef2f | http://is5.auto.ru/all/images/62/48/60x45/6248b8f3.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 197 000 |  2008  |  80 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Тула | 16.01.15
49529844-c0c04 | http://is8.auto.ru/all/images/bf/83/60x45/bf83fd10.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 225 000 |  2011  |  80 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Заокский | 16.01.15
1006857737-3eb593 | http://is2.auto.ru/all/images/9a/e7/60x45/9ae76b16.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 330 000 |  2012  |  30 345 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Магнитогорск | 16.01.15
1002732325-c5e3 | http://is7.auto.ru/all/images/5d/15/60x45/5d15887f.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 280 000 |  2010  |  50 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Иваново | 16.01.15
1006856839-e3fea1 | http://is18.auto.ru/all/images/8e/9c/60x45/8e9c1b67.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 270 000 |  2011  |  77 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Ростов-на-Дону | 16.01.15
1006856411-fda6 | http://is9.auto.ru/all/images/1a/1b/60x45/1a1bd969.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #000000 | 390 000 |  2013  |  28 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Тольятти | 16.01.15
1006856367-638b0 | http://is16.auto.ru/all/images/cb/84/60x45/cb84a6e0.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 190 000 |  2007  |  118 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Тольятти | 16.01.15
1006856273-badee | http://is6.auto.ru/all/images/f8/3a/60x45/f83a9d92.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 220 000 |  2008  |  76 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Юрга | 16.01.15
1006847179-110510 | http://is15.auto.ru/all/images/57/db/60x45/57db2261.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FF0000 | 199 900 |  2008  |  130 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1006846843-160148 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Priora I1.6 MT (98 л.с.)  | #34ba2b | 220 000 |  2010  |  36 600 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Тюмень | 16.01.15
1006619209-485ab0 | http://is18.auto.ru/all/images/1b/76/60x45/1b76f9fd.jpg |  ВАЗ Priora I1.6 MT (81 л.с.)  | #000000 | 205 000 |  2008  |  88 777 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 16.01.15
1006754877-fef181 | http://is8.auto.ru/all/images/40/31/60x45/4031b980.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 230 000 |  2008  |  90 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Ковров | 16.01.15
1006816737-49192d | http://is13.auto.ru/all/images/6d/81/60x45/6d818bf8.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #CACECB | 352 000 |  2014  |  35 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Воронеж | 16.01.15
1006816245-bd14e | http://is15.auto.ru/all/images/f5/6a/60x45/f56a2fbd.jpg |  ВАЗ Priora I1.6 MT (87 л.с.)  | #CACECB | 270 000 |  2012  |  56 000 км  |  1.6 MT (87 л.с.)хэтчбек, бензин, передний  | Тверь | 16.01.15
1006816135-82d5a6 | http://is3.auto.ru/all/images/de/66/60x45/de66cd2a.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 195 000 |  2008  |  119 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1001616839-3d43 | http://is18.auto.ru/all/images/84/dd/60x45/84ddc3e1.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 250 000 |  2008  |  76 850 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Брянск | 15.01.15
41326708-e8906 | http://is11.auto.ru/all/images/fc/b2/60x45/fcb2c5ae.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #0000FF | 230 000 |  2010  |  90 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Губкин | 15.01.15
1003144166-2b19 | http://is7.auto.ru/all/images/1a/70/60x45/1a706f11.jpg |  ВАЗ Priora I1.6 MT (87 л.с.)  | #9c9999 | 265 000 |  2011  |  90 000 км  |  1.6 MT (87 л.с.)хэтчбек, бензин, передний  | Рязань | 15.01.15
1006268471-d5ff0f | http://is11.auto.ru/all/images/e7/94/60x45/e794a91a.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #926547 | 250 000 |  2011  |  65 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Великий Новгород | 15.01.15
1006798291-819a5 | http://is16.auto.ru/all/images/26/1c/60x45/261c2e79.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 190 000 |  2008  |  127 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 15.01.15
1006815253-b55707 | http://is3.auto.ru/all/images/17/d5/60x45/17d58200.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #34ba2b | 175 000 |  2008  |  82 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Калуга | 15.01.15
1006814387-7299c | http://is12.auto.ru/all/images/47/83/60x45/4783b57e.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 350 000 |  2013  |  53 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Тюмень | 15.01.15
1006814987-cc5b8 | http://is8.auto.ru/all/images/6e/99/60x45/6e998d0c.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 265 000 |  2011  |  59 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Воронеж | 15.01.15
1002492585-c255 | http://is13.auto.ru/all/images/50/18/60x45/5018d1b5.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 270 000 |  2012  |  63 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Саранск | 15.01.15
1006814001-85d4 | http://is18.auto.ru/all/images/fd/50/60x45/fd507bad.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 233 000 |  2011  |  85 900 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Ростов-на-Дону | 15.01.15
1006807069-fd51d4 | http://is18.auto.ru/all/images/29/be/60x45/29be9025.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 275 000 |  2011  |  93 134 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 15.01.15
1006564483-d524 | http://is4.auto.ru/all/images/b9/4c/60x45/b94c2347.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 265 000 |  2011  |  90 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Смоленск | 15.01.15
1006814201-9ca735 | http://is5.auto.ru/all/images/e9/d9/60x45/e9d9a94d.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 180 000 |  2008  |  140 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Иваново | 15.01.15
1006812191-219a | http://is3.auto.ru/all/images/fd/2e/60x45/fd2e6665.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 240 000 |  2009  |  103 529 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Брянск | 15.01.15
1006026061-dc8a | http://is9.auto.ru/all/images/1b/6c/60x45/1b6c95db.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 270 000 |  2011  |  47 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Богучар | 15.01.15
1006811681-afcf | http://is6.auto.ru/all/images/8f/6e/60x45/8f6e3c20.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 240 000 |  2009  |  99 300 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Орехово-Зуево | 15.01.15
1006267511-11e38 | http://is9.auto.ru/all/images/da/88/60x45/da884284.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 225 000 |  2009  |  119 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Алексеевка | 15.01.15
1005701533-df72d | http://is16.auto.ru/all/images/64/dd/60x45/64ddcb36.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 235 000 |  2010  |  150 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 15.01.15
48625692-ed7805 | http://is9.auto.ru/all/images/19/a1/60x45/19a12c6b.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 210 000 |  2008  |  69 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Тула | 15.01.15
1006308695-4fe5 | http://is13.auto.ru/all/images/08/47/60x45/08472bf0.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #CC0033 | 360 000 |  2013  |  70 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Астрахань | 15.01.15
1006799675-2d5de7 | http://is14.auto.ru/all/images/f0/1a/60x45/f01a47bd.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #34ba2b | 300 000 |  2012  |  51 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Сергиев Посад | 15.01.15
1006809911-1bd5 | http://is4.auto.ru/all/images/9d/63/60x45/9d63a4d8.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 235 000 |  2009  |  72 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Дубна | 15.01.15
1006809461-7a29a | http://is4.auto.ru/all/images/b0/77/60x45/b077d4ea.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 235 000 |  2009  |  95 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Брянск | 15.01.15
1006682403-5bb9 | http://is16.auto.ru/all/images/3c/bf/60x45/3cbf4f8e.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 250 000 |  2011  |  53 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Чагода | 15.01.15
1006808023-53c30 | http://is16.auto.ru/all/images/06/f3/60x45/06f3fb5c.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 195 000 |  2007  |  110 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Волгодонск | 15.01.15
1005524259-58e8 | http://is12.auto.ru/all/images/fe/68/60x45/fe681d70.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 310 000 |  2011  |  50 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Орел | 15.01.15
1006804773-8d65f | http://is7.auto.ru/all/images/a2/01/60x45/a2017122.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 259 000 |  2010  |  94 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Москва | 15.01.15
1006804231-1b976e | http://is9.auto.ru/all/images/94/6e/60x45/946e3b03.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #34ba2b | 235 000 |  2009  |  112 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Воронеж | 15.01.15
1006681211-69e3 | http://is11.auto.ru/all/images/98/f1/60x45/98f19096.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 215 000 |  2009  |  117 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006572695-2e79b | http://is18.auto.ru/all/images/3c/e4/60x45/3ce42fcf.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 169 000 |  2008  |  81 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Кострома | 15.01.15
1006746605-b39e | http://is8.auto.ru/all/images/ca/27/60x45/ca27ef15.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 215 000 |  2009  |  103 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Омск | 15.01.15
1006805963-d9d88 | http://is2.auto.ru/all/images/15/6b/60x45/156b05a1.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CC0033 | 310 000 |  2012  |  30 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Калуга | 15.01.15
