1007187827-11459 | http://is8.auto.ru/all/images/d4/3b/60x45/d43bddae.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 765 000 |  2006  |  103 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1006937049-413f98 | http://is2.auto.ru/all/images/b0/1b/60x45/b01b11d3.jpg |  Toyota RAV 4 I (XA10)2.0 AT (129 л.с.) 4WD  | #000000 | 410 000 |  1998  |  173 000 км  |  2.0 AT (129 л.с.) 4WDвнедорожник, бензин, полный  | Орел | 18.01.15
1005761751-8856 | http://is14.auto.ru/all/images/df/91/60x45/df91a42e.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 470 000 |  2003  |  123 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Тверь | 17.01.15
10727350-f319 | http://is14.auto.ru/all/images/c2/01/60x45/c201dad3.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 599 000 |  2004  |  85 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 17.01.15
1006935919-0ebd21 | http://is14.auto.ru/all/images/95/91/60x45/95914098.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #0000FF | 710 000 |  2006  |  108 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 17.01.15
1006752985-17d7 | http://is11.auto.ru/all/images/6a/24/60x45/6a24626c.jpg |  Toyota RAV 4 IV (CA40)2.5 AT (179 л.с.) 4WD  | #FFFFFF | 1 870 000 |  2014  |  40 км  |  2.5 AT (179 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 17.01.15
1006935599-3f2ad | http://is15.auto.ru/all/images/81/de/60x45/81dec389.jpg |  Toyota RAV 4 III (XA30)3.5 AT (269 л.с.)  | #FFFFFF | 720 000 |  2006  |  160 000 км  |  3.5 AT (269 л.с.)внедорожник, бензин, передний  | Голицыно | 17.01.15
1006161715-8242f8 | http://is2.auto.ru/all/images/bf/24/60x45/bf24d63a.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 990 000 |  2010  |  58 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Краснодар | 17.01.15
1006759693-ebe15 | http://is17.auto.ru/all/images/c8/e8/60x45/c8e83c3f.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.)  | #CACECB | 475 000 |  2001  |  165 000 км  |  2.0 AT (150 л.с.)внедорожник, бензин, передний  | Москва | 17.01.15
1006928509-4d28 | http://is13.auto.ru/all/images/84/84/60x45/8484d554.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #926547 | 1 300 000 |  2012  |  24 000 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Балашиха | 17.01.15
1006752533-16f9 | http://is18.auto.ru/all/images/57/0d/60x45/570db271.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #0000FF | 1 125 000 |  2011  |  49 000 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 17.01.15
1006313719-a2e4 | http://is17.auto.ru/all/images/84/33/60x45/8433aa98.jpg |  Toyota RAV 4 III (XA30)2.2d MT (175 л.с.) 4WD  | #9c9999 | 760 000 |  2008  |  109 000 км  |  2.2d MT (175 л.с.) 4WDвнедорожник, дизель, полный  | Урай | 17.01.15
1006933115-80d53c | http://is12.auto.ru/all/images/e8/4e/60x45/e84ee77b.jpg |  Toyota RAV 4 IV (CA40)2.0 MT (145 л.с.)  | #CACECB | 1 050 000 |  2014  |  19 000 км  |  2.0 MT (145 л.с.)внедорожник, бензин, передний  | Одинцово | 17.01.15
46335592-ac6c46 | http://is10.auto.ru/all/images/a1/fe/60x45/a1fe85b7.jpg |  Toyota RAV 4 I (XA10)2.0 AT (129 л.с.) 4WD  | #0000FF | 245 000 Правый руль |  1996  |  259 000 км  |  2.0 AT (129 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 17.01.15
1006930593-2366 | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 875 000 |  2008  |  55 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 17.01.15
1006924485-55845 | http://is4.auto.ru/all/images/41/66/60x45/41666290.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #9c9999 | 760 000 |  2009  |  120 000 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 17.01.15
1006930421-ab09ca | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 II (XA20) Рестайлинг2.0 AT (150 л.с.) 4WD  | #000000 | 495 000 |  2004  |  187 231 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 17.01.15
1006929819-77e0aa | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 IV (CA40)2.5 AT (179 л.с.) 4WD  | #000000 | 1 700 000 |  2014  |  1 км  |  2.5 AT (179 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 17.01.15
1006929163-b3fc65 | http://is8.auto.ru/all/images/37/94/60x45/3794c4b7.jpg |  Toyota RAV 4 III (XA30)2.4 AT (170 л.с.) 4WD Long  | #FF0000 | 1 150 000 |  2010  |  45 000 км  |  2.4 AT (170 л.с.) 4WD Longвнедорожник, бензин, полный  | Челябинск | 17.01.15
1006925821-8cb49 | http://is17.auto.ru/all/images/db/30/60x45/db30aaac.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 780 000 |  2008  |  99 999 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Краснодар | 17.01.15
49983356-bb11f0 | http://is3.auto.ru/all/images/82/58/60x45/825828fc.jpg |  Toyota RAV 4 II (XA20)1.8 AT (125 л.с.)  | #000000 | 445 000 Правый руль |  2003  |  89 000 км  |  1.8 AT (125 л.с.)внедорожник, бензин, передний  | Москва | 17.01.15
1006574689-fdd5 | http://is9.auto.ru/all/images/f8/19/60x45/f8193b0b.jpg |  Toyota RAV 4 II (XA20)1.8 AT (125 л.с.)  | #FFFFFF | 310 000 Правый руль |  2000  |  175 000 км  |  1.8 AT (125 л.с.)внедорожник, бензин, передний  | Москва | 17.01.15
1006923431-bb9c4 | http://is15.auto.ru/all/images/72/40/60x45/7240dc4e.jpg |  Toyota RAV 4 I (XA10)2.0 MT (129 л.с.) 4WD  | #FFFFFF | 225 000 |  1997  |  275 000 км  |  2.0 MT (129 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 17.01.15
1006922663-cb5e0 | http://is6.auto.ru/all/images/1c/07/60x45/1c074cbc.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #0000FF | 849 000 |  2009  |  62 500 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Орехово-Зуево | 17.01.15
1006923011-5d6cae | http://is4.auto.ru/all/images/40/4d/60x45/404d77a0.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.4 AT (170 л.с.) 4WD Long  | #000000 | 1 250 000 |  2011  |  57 000 км  |  2.4 AT (170 л.с.) 4WD Longвнедорожник, бензин, полный  | Пенза | 17.01.15
1006740605-1b3229 | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (158 л.с.) 4WD  | #ffefd5 | 1 050 000 |  2011  |  59 500 км  |  2.0 CVT (158 л.с.) 4WDвнедорожник, бензин, полный  | Тула | 17.01.15
1006569503-1cbbc2 | http://is6.auto.ru/all/images/79/0e/60x45/790e934e.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #CACECB | 790 000 |  2008  |  82 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Ростов-на-Дону | 17.01.15
1005186775-ea371 | http://is7.auto.ru/all/images/67/a1/60x45/67a17538.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #0000FF | 769 000 |  2007  |  90 000 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 17.01.15
46463122-d67c | http://is11.auto.ru/all/images/bf/02/60x45/bf02d44f.jpg |  Toyota RAV 4 I (XA10)2.0 AT (129 л.с.) 4WD  | #34ba2b | 300 000 |  1995  |  320 000 км  |  2.0 AT (129 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 17.01.15
1006622281-497361 | http://is3.auto.ru/all/images/99/7e/60x45/997e1ba6.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (158 л.с.) 4WD  | #0000FF | 1 070 000 |  2010  |  83 000 км  |  2.0 CVT (158 л.с.) 4WDвнедорожник, бензин, полный  | Омск | 17.01.15
1003413322-3f15 | http://is5.auto.ru/all/images/e5/9f/60x45/e59fbe8b.jpg |  Toyota RAV 4 I (XA10)2.0 AT (129 л.с.) 4WD  | #FFFFFF | 267 000 Правый руль |  1995  |  250 000 км  |  2.0 AT (129 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006878655-80d0af | http://is17.auto.ru/all/images/1c/a1/60x45/1ca137df.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (145 л.с.) 4WD  | #9c9999 | 1 749 000 |  2014  |  10 км  |  2.0 CVT (145 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006803623-fed6 | http://is6.auto.ru/all/images/cd/66/60x45/cd6663ce.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (151 л.с.) 4WD  | #000000 | 1 500 000 |  2013  |  15 000 км  |  2.0 CVT (151 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006876823-d6e8 | http://is18.auto.ru/all/images/17/f4/60x45/17f4f5f2.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (145 л.с.) 4WD  | #000000 | 1 400 000 |  2013  |  40 000 км  |  2.0 CVT (145 л.с.) 4WDвнедорожник, бензин, полный  | Малоярославец | 16.01.15
1006877463-b9086 | http://is3.auto.ru/all/images/b5/23/60x45/b523534a.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #0000FF | 762 000 |  2007  |  95 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 16.01.15
1006740007-a51b5f | http://is9.auto.ru/all/images/87/fa/60x45/87fa2e74.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (145 л.с.) 4WD  | #9c9999 | 1 387 000 |  2013  |  22 500 км  |  2.0 CVT (145 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 16.01.15
1006873563-21df4 | http://is18.auto.ru/all/images/5f/7f/60x45/5f7f4441.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #FF0000 | 899 000 |  2008  |  118 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006682935-16d6 | http://is12.auto.ru/all/images/64/ae/60x45/64ae89cd.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 750 000 |  2007  |  90 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Дятьково | 16.01.15
1006687841-2c670 | http://is11.auto.ru/all/images/2f/2a/60x45/2f2ae939.jpg |  Toyota RAV 4 I (XA10)2.0 AT (129 л.с.) 4WD  | #FFFFFF | 260 000 |  1995  |  339 000 км  |  2.0 AT (129 л.с.) 4WDвнедорожник, бензин, полный  | Сочи | 16.01.15
1006876285-4c3f14 | http://is9.auto.ru/all/images/c8/a4/60x45/c8a4575a.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (158 л.с.) 4WD  | #9c9999 | 1 090 000 |  2011  |  35 000 км  |  2.0 CVT (158 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 16.01.15
1006875483-d741d | http://is12.auto.ru/all/images/11/e9/60x45/11e9f936.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 850 000 |  2006  |  130 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
48051686-29795 | http://is15.auto.ru/all/images/ea/47/60x45/ea4729e5.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 MT (158 л.с.) 4WD  | #CACECB | 850 000 |  2010  |  48 000 км  |  2.0 MT (158 л.с.) 4WDвнедорожник, бензин, полный  | Курган | 16.01.15
1006874799-0723ba | http://is17.auto.ru/all/images/0f/2e/60x45/0f2e1921.jpg |  Toyota RAV 4 II (XA20) Рестайлинг2.0 AT (150 л.с.) 4WD  | #000000 | 663 000 |  2004  |  78 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Самара | 16.01.15
1006689911-791c0 | http://is6.auto.ru/all/images/c2/a8/60x45/c2a8761a.jpg |  Toyota RAV 4 IV (CA40)2.5 AT (179 л.с.) 4WD  | #FF0000 | 1 469 000 |  2013  |  32 500 км  |  2.5 AT (179 л.с.) 4WDвнедорожник, бензин, полный  | Ярославль | 16.01.15
1006874419-c250b3 | http://is4.auto.ru/all/images/fa/c1/60x45/fac1b824.jpg |  Toyota RAV 4 IV (CA40)2.0 AT (150 л.с.) 4WD  | #FFFFFF | 1 697 000 |  2013  |  11 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006109241-68b842 | http://is8.auto.ru/all/images/e7/1d/60x45/e71dd76b.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 MT (158 л.с.)  | #0000FF | 899 999 |  2010  |  72 777 км  |  2.0 MT (158 л.с.)внедорожник, бензин, передний  | Череповец | 16.01.15
1006873311-c665 | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 III (XA30)2.4 AT (170 л.с.) 4WD  | #FF0000 | 837 000 |  2007  |  69 000 км  |  2.4 AT (170 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006574377-d594d | http://is17.auto.ru/all/images/b6/26/60x45/b626633e.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (151 л.с.) 4WD  | #FFFFFF | 1 500 000 |  2013  |  17 000 км  |  2.0 CVT (151 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 16.01.15
1006873011-4905 | http://is8.auto.ru/all/images/f3/63/60x45/f363ab38.jpg |  Toyota RAV 4 II (XA20) Рестайлинг2.4 MT (167 л.с.)  | #CACECB | 580 000 |  2005  |  116 000 км  |  2.4 MT (167 л.с.)внедорожник, бензин, передний  | Санкт-Петербург | 16.01.15
1005811603-9a15e | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 III (XA30) Рестайлинг2.4 AT (170 л.с.) 4WD Long  | #FFFFFF | 1 520 000 |  2011  |  76 869 км  |  2.4 AT (170 л.с.) 4WD Longвнедорожник, бензин, полный  | Москва | 16.01.15
1006872125-e63594 | http://is10.auto.ru/all/images/41/18/60x45/41188506.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 MT (148 л.с.) 4WD  | #ffefd5 | 1 099 000 |  2012  |  29 400 км  |  2.0 MT (148 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 16.01.15
49007366-bc0d4e | http://is16.auto.ru/all/images/aa/90/60x45/aa9017a8.jpg |  Toyota RAV 4 I (XA10)2.0 AT (129 л.с.) 4WD  | #34ba2b | 300 000 Правый руль |  1995  |  160 000 км  |  2.0 AT (129 л.с.) 4WDвнедорожник, бензин, полный  | Красноярск | 16.01.15
1006868627-0f41 | http://is18.auto.ru/all/images/ed/bd/60x45/edbdcf21.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #CACECB | 810 000 |  2006  |  100 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006869209-7b22 | http://is16.auto.ru/all/images/de/28/60x45/de28acbf.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.4 AT (170 л.с.) 4WD  | #000000 | 1 280 000 |  2012  |  27 000 км  |  2.4 AT (170 л.с.) 4WDвнедорожник, бензин, полный  | Брянск | 16.01.15
42927196-e23201 | http://is18.auto.ru/all/images/ba/90/60x45/ba901911.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #CACECB | 720 000 |  2008  |  127 000 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Рязань | 16.01.15
1006866277-f7713 | http://is17.auto.ru/all/images/cc/50/60x45/cc50ab60.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (145 л.с.) 4WD  | #FFFFFF | 1 550 000 |  2013  |  27 000 км  |  2.0 CVT (145 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006683445-77724c | http://is15.auto.ru/all/images/c6/6c/60x45/c66c361b.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.)  | #34ba2b | 485 000 |  2003  |  118 000 км  |  2.0 AT (150 л.с.)внедорожник, бензин, передний  | Москва | 16.01.15
1005580031-72872 | http://is15.auto.ru/all/images/8c/e3/60x45/8ce3ba00.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.4 AT (170 л.с.) 4WD  | #9c9999 | 1 452 000 |  2011  |  11 196 км  |  2.4 AT (170 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1006863497-b3f51 | http://is6.auto.ru/all/images/f5/fd/60x45/f5fda80d.jpg |  Toyota RAV 4 I (XA10)2.0 MT (129 л.с.) 4WD  | #34ba2b | 240 000 |  1999  |  282 000 км  |  2.0 MT (129 л.с.) 4WDвнедорожник, бензин, полный  | Козельск | 16.01.15
1006864155-ee06e4 | http://is10.auto.ru/all/images/2a/f7/60x45/2af7e390.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #FFFFFF | 1 230 000 |  2012  |  40 000 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Нефтекамск | 16.01.15
1006862557-ff59ec | http://is9.auto.ru/all/images/d0/19/60x45/d0192ae5.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #FFFFFF | 1 230 000 |  2012  |  40 000 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Пермь | 16.01.15
41178640-eaabe | http://is3.auto.ru/all/images/ac/85/60x45/ac8584de.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #34ba2b | 650 000 |  2004  |  75 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 16.01.15
1006861251-8036 | http://is17.auto.ru/all/images/12/8e/60x45/128e32d8.jpg |  Toyota RAV 4 II (XA20)1.8 MT (125 л.с.)  | #CACECB | 390 000 |  2002  |  190 000 км  |  1.8 MT (125 л.с.)внедорожник, бензин, передний  | Ростов-на-Дону | 16.01.15
1006466757-1aa762 | http://is14.auto.ru/all/images/60/dd/60x45/60dd92e8.jpg |  Toyota RAV 4 IV (CA40)2.2d AT (149 л.с.) 4WD  | #FFFFFF | 1 900 000 |  2014  |  1 800 км  |  2.2d AT (149 л.с.) 4WDвнедорожник, дизель, полный  | Кострома | 16.01.15
1006816771-802eee | http://is8.auto.ru/all/images/26/fe/60x45/26fef9d1.jpg |  Toyota RAV 4 III (XA30)2.4 AT (170 л.с.) 4WD  | #9c9999 | 795 000 |  2007  |  95 000 км  |  2.4 AT (170 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 16.01.15
1002280477-a35413 | http://is6.auto.ru/all/images/91/40/60x45/91401a7a.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #0000FF | 750 000 |  2006  |  110 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Сочи | 16.01.15
50054512-0c50f1 | http://is12.auto.ru/all/images/fa/8b/60x45/fa8b4036.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.4 AT (170 л.с.) 4WD Long  | #CACECB | 1 295 000 |  2012  |  16 000 км  |  2.4 AT (170 л.с.) 4WD Longвнедорожник, бензин, полный  | Москва | 16.01.15
1006816065-cd6ee | http://is6.auto.ru/all/images/a1/fa/60x45/a1facfe0.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 MT (148 л.с.) 4WD  | #9c9999 | 1 300 000 |  2013  |  46 000 км  |  2.0 MT (148 л.с.) 4WDвнедорожник, бензин, полный  | Тверь | 16.01.15
1006816027-3b5a6f | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 III (XA30) Рестайлинг2.0 AT (152 л.с.) 4WD  | #000000 | 1 080 000 |  2011  |  70 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Самара | 16.01.15
