48886618-4ddd | http://is3.auto.ru/all/images/5c/10/60x45/5c10dc0f.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 415 555 |  2007  |  115 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1006512043-c42d80 | http://is4.auto.ru/all/images/35/01/60x45/35010abc.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #CACECB | 405 000 |  2009  |  93 995 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Тверь | 15.01.15
47785562-8b0f0b | http://is13.auto.ru/all/images/d1/a5/60x45/d1a56ac8.jpg |  Opel Astra J1.4 MT (140 л.с.)  | #9c9999 | 700 000 |  2011  |  35 162 км  |  1.4 MT (140 л.с.)хэтчбек, бензин, передний  | Орел | 15.01.15
1006801653-5d66a | http://is2.auto.ru/all/images/3b/d2/60x45/3bd2133c.jpg |  Opel Astra H1.6 MT (105 л.с.)  | #CACECB | 345 000 |  2006  |  111 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 15.01.15
44468144-b056f5 | http://is13.auto.ru/all/images/6a/21/60x45/6a21276c.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #ffefd5 | 424 000 |  2010  |  108 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Чебоксары | 15.01.15
1003351894-e5ec | http://is6.auto.ru/all/images/98/79/60x45/9879ca2c.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #CACECB | 499 000 |  2010  |  67 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Владимир | 15.01.15
49529622-337952 | http://is15.auto.ru/all/images/cb/9a/60x45/cb9afbaa.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #0088ff | 395 000 |  2009  |  85 000 км  |  1.6 AT (115 л.с.)седан, бензин, передний  | Нижний Новгород | 15.01.15
1006802141-2371c | http://is6.auto.ru/all/images/ee/09/60x45/ee09d619.jpg |  Opel Astra J Рестайлинг1.8 MT (140 л.с.)  | #000000 | 760 000 |  2013  |  19 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Подольск | 15.01.15
1006801173-1f597 | http://is18.auto.ru/all/images/a5/c0/60x45/a5c0599b.jpg |  Opel Astra G1.4 MT (90 л.с.)  | #FF0000 | 220 000 |  1998  |  330 000 км  |  1.4 MT (90 л.с.)универсал, бензин, передний  | Рыбинск | 15.01.15
48963932-4811 | http://is14.auto.ru/all/images/73/2d/60x45/732d58c1.jpg |  Opel Astra H1.8 AT (140 л.с.)  | #9c9999 | 365 000 |  2006  |  105 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006801543-ce1f | http://is18.auto.ru/all/images/9c/50/60x45/9c5048b2.jpg |  Opel Astra J Рестайлинг1.4 MT (140 л.с.)  | #FFFFFF | 800 000 |  2012  |  2 578 км  |  1.4 MT (140 л.с.)хэтчбек, бензин, передний  | Нижний Новгород | 15.01.15
1006800711-87f71f | http://is15.auto.ru/all/images/17/94/60x45/1794a141.jpg |  Opel Astra G1.6 AT (101 л.с.)  | #0000FF | 210 000 |  2000  |  162 000 км  |  1.6 AT (101 л.с.)седан, бензин, передний  | Москва | 15.01.15
1003690910-f2d8ab | http://is3.auto.ru/all/images/65/79/60x45/6579ea16.jpg |  Opel Astra J1.6 AT (115 л.с.)  | #CACECB | 435 000 |  2010  |  37 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1003059196-56f5 | http://is4.auto.ru/all/images/e3/ce/60x45/e3ceed61.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #9c9999 | 876 180 |  2012  |  54 116 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1005977901-b62177 | http://is5.auto.ru/all/images/b1/f8/60x45/b1f8772a.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FFFFFF | 1 015 000 |  2012  |  59 356 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1004147453-ca7f | http://is5.auto.ru/all/images/c6/68/60x45/c668f0c5.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #9c9999 | 910 800 |  2012  |  55 178 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1001968747-97e7 | http://is17.auto.ru/all/images/15/12/60x45/15129046.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #9c9999 | 768 060 |  2012  |  76 099 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
48833406-b3fdc | http://is12.auto.ru/all/images/11/ba/60x45/11bad5e8.jpg |  Opel Astra H Рестайлинг1.6 AT (180 л.с.)  | #000000 | 773 160 |  2010  |  76 096 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1001837183-814a7 | http://is2.auto.ru/all/images/75/fb/60x45/75fb972e.jpg |  Opel Astra J Рестайлинг1.6 AT (115 л.с.)  | #9c9999 | 877 200 |  2013  |  22 466 км  |  1.6 AT (115 л.с.)седан, бензин, передний  | Москва | 15.01.15
48405178-475c7b | http://is1.auto.ru/all/images/b0/9e/60x45/b09e75f8.jpg |  Opel Astra J Рестайлинг1.8 MT (140 л.с.)  | #34ba2b | 793 560 |  2012  |  27 286 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1005811343-5e34 | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #0000FF | 520 000 |  2008  |  98 898 км  |  1.6 MT (115 л.с.)универсал, бензин, передний  | Москва | 15.01.15
43955544-e8601 | http://is8.auto.ru/all/images/c5/50/60x45/c5505bbe.jpg |  Opel Astra J Рестайлинг1.6 MT (115 л.с.)  | #FF0000 | 640 000 |  2012  |  125 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Саратов | 15.01.15
1002613147-849d | http://is6.auto.ru/all/images/f8/e5/60x45/f8e5004a.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #000000 | 730 320 |  2010  |  104 290 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1001895607-bf42 | http://is7.auto.ru/all/images/79/f2/60x45/79f271e1.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #000000 | 761 940 |  2011  |  46 472 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1004701347-87968 | http://is2.auto.ru/all/images/c6/8d/60x45/c68d3d07.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #FFFFFF | 766 530 |  2011  |  28 994 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1002413857-d063 | /i/all7/img/no-photo-thumb.gif |  Opel Astra J1.4 MT (140 л.с.)  | #000000 | 742 560 |  2011  |  96 950 км  |  1.4 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006800959-ab343 | http://is6.auto.ru/all/images/30/12/60x45/3012e4a9.jpg |  Opel Astra H Рестайлинг1.3d MT (90 л.с.)  | #CACECB | 430 000 |  2008  |  147 500 км  |  1.3d MT (90 л.с.)хэтчбек, дизель, передний  | Коломна | 15.01.15
1005508803-b021f2 | http://is17.auto.ru/all/images/cc/16/60x45/cc16c226.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #000000 | 1 020 000 |  2012  |  60 264 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1005638291-f12b | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 560 000 |  2008  |  88 577 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006688629-b43e | http://is2.auto.ru/all/images/93/c5/60x45/93c5674b.jpg |  Opel Astra H1.6 MT (105 л.с.)  | #000000 | 325 000 |  2004  |  113 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Смоленск | 15.01.15
1006800625-38a526 | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #FFCC00 | 330 000 |  2006  |  96 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 15.01.15
1006799409-76509 | http://is17.auto.ru/all/images/80/96/60x45/80964139.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #0000FF | 445 000 |  2009  |  70 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Липецк | 15.01.15
1003965090-14a292 | http://is10.auto.ru/all/images/07/aa/60x45/07aa5813.jpg |  Opel Astra J1.6 AT (115 л.с.)  | #FF0000 | 844 800 |  2010  |  51 973 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
32003956-068c03 | http://is16.auto.ru/all/images/47/9b/60x45/479b51e9.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #000000 | 460 000 |  2008  |  98 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Белгород | 15.01.15
1006745669-ac70f9 | http://is5.auto.ru/all/images/a1/0c/60x45/a10cf4e1.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #9c9999 | 560 000 |  2012  |  65 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Пушкино | 15.01.15
1006671855-74d82 | http://is2.auto.ru/all/images/34/9a/60x45/349a82d1.jpg |  Opel Astra J1.6 MT (115 л.с.)  | #0000FF | 520 000 |  2011  |  58 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Кольчугино | 15.01.15
1006263595-fbfeaa | http://is5.auto.ru/all/images/60/b4/60x45/60b4017c.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 395 000 |  2009  |  73 498 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1005701025-e61a | http://is3.auto.ru/all/images/df/19/60x45/df19d449.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FFFFFF | 780 000 |  2013  |  33 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Ростов-на-Дону | 15.01.15
1006799001-e4ab8f | http://is18.auto.ru/all/images/8f/43/60x45/8f43a672.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FF0000 | 989 000 |  2012  |  40 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Белгород | 15.01.15
1006162577-b73b | http://is6.auto.ru/all/images/70/31/60x45/70319652.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #CACECB | 370 000 |  2007  |  140 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
33957506-d38c | http://is6.auto.ru/all/images/68/f6/60x45/68f63105.jpg |  Opel Astra J1.7d MT (110 л.с.)  | #000000 | 750 000 |  2011  |  80 000 км  |  1.7d MT (110 л.с.)универсал, дизель, передний  | Ростов-на-Дону | 15.01.15
1005805277-5a2f4 | http://is6.auto.ru/all/images/10/b1/60x45/10b1aae0.jpg |  Opel Astra G1.6 AT (101 л.с.)  | #000000 | 225 000 |  1999  |  250 000 км  |  1.6 AT (101 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006798485-1e1823 | http://is3.auto.ru/all/images/43/8f/60x45/438f82c1.jpg |  Opel Astra G1.6 MT (101 л.с.)  | #34ba2b | 180 000 |  1998  |  380 000 км  |  1.6 MT (101 л.с.)универсал, бензин, передний  | Нальчик | 15.01.15
1005037957-f06b5f | http://is18.auto.ru/all/images/28/70/60x45/28703278.jpg |  Opel Astra H Рестайлинг1.3d MT (90 л.с.)  | #CACECB | 400 000 |  2008  |  96 000 км  |  1.3d MT (90 л.с.)универсал, дизель, передний  | Ивантеевка | 15.01.15
1006516289-1b3d | http://is13.auto.ru/all/images/c0/4b/60x45/c04ba830.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #000000 | 640 000 |  2010  |  75 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1003194634-9909 | http://is3.auto.ru/all/images/bb/97/60x45/bb979771.jpg |  Opel Astra J1.6 AT (115 л.с.)  | #9c9999 | 620 000 |  2010  |  91 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006796683-5ffe84 | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FFFFFF | 420 000 |  2008  |  155 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Одинцово | 15.01.15
1006796367-fa123 | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #000000 | 405 000 |  2008  |  63 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 15.01.15
1003708018-6dd011 | http://is8.auto.ru/all/images/54/31/60x45/5431b04d.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FF0000 | 520 000 |  2007  |  140 000 км  |  1.8 AT (140 л.с.)кабриолет, бензин, передний  | Челябинск | 15.01.15
1006206603-ea4f9 | http://is16.auto.ru/all/images/cc/07/60x45/cc0738a3.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #FFFFFF | 700 000 |  2012  |  33 500 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006680201-e33d30 | http://is17.auto.ru/all/images/95/d4/60x45/95d4f6d2.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #CACECB | 649 900 |  2012  |  29 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006511421-e869 | http://is6.auto.ru/all/images/3b/e7/60x45/3be757d0.jpg |  Opel Astra H Рестайлинг1.6 MT (180 л.с.)  | #FF0000 | 350 000 |  2007  |  150 000 км  |  1.6 MT (180 л.с.)хэтчбек, бензин, передний  | Ростов-на-Дону | 15.01.15
1005644381-077ba | http://is12.auto.ru/all/images/24/40/60x45/244068ec.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FFFFFF | 950 000 |  2014  |  5 700 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006795121-6ab55 | http://is18.auto.ru/all/images/09/ff/60x45/09ff4e00.jpg |  Opel Astra J1.6 AT (115 л.с.)  | #ffefd5 | 588 000 |  2010  |  48 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Красногорск | 15.01.15
1006753079-3dff | http://is8.auto.ru/all/images/17/8b/60x45/178b798e.jpg |  Opel Astra G1.6 AT (101 л.с.)  | #9c9999 | 230 000 |  2003  |  122 000 км  |  1.6 AT (101 л.с.)седан, бензин, передний  | Чехов | 15.01.15
38798522-b74e0 | http://is12.auto.ru/all/images/5c/2e/60x45/5c2ed810.jpg |  Opel Astra H1.4 MT (90 л.с.)  | #FF0000 | 300 000 |  2005  |  70 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Кострома | 15.01.15
1004969743-db9a | http://is7.auto.ru/all/images/7f/51/60x45/7f513749.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #FFFFFF | 750 000 |  2011  |  69 000 км  |  1.8 MT (140 л.с.)универсал, бензин, передний  | Самара | 15.01.15
1006304887-ae5548 | http://is11.auto.ru/all/images/0b/21/60x45/0b21bb3e.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #0000FF | 410 000 |  2008  |  91 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Пермь | 15.01.15
1006416529-4a843a | http://is14.auto.ru/all/images/3b/4c/60x45/3b4cac28.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #0000FF | 460 000 |  2008  |  84 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Красноперекопск | 15.01.15
1006690403-f186 | http://is2.auto.ru/all/images/55/23/60x45/5523225b.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #CACECB | 665 000 |  2012  |  17 000 км  |  1.8 AT (140 л.с.)универсал, бензин, передний  | Москва | 15.01.15
1006754465-c5eb05 | /i/all7/img/no-photo-thumb.gif |  Opel Astra H1.6 MT (105 л.с.)  | #9c9999 | 300 000 |  2005  |  165 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Одинцово | 15.01.15
1004017650-c25a9 | http://is15.auto.ru/all/images/93/b4/60x45/93b42257.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #FFFFFF | 600 000 |  2014  |  29 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006753967-89b87 | http://is10.auto.ru/all/images/6b/a5/60x45/6ba570b0.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #34ba2b | 582 060 |  2008  |  119 000 км  |  1.8 MT (140 л.с.)универсал, бензин, передний  | Москва | 15.01.15
1006519827-c13a | http://is17.auto.ru/all/images/d2/25/60x45/d2254a28.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #000000 | 440 000 |  2011  |  51 234 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 15.01.15
1001754199-52212 | http://is11.auto.ru/all/images/34/96/60x45/349602b3.jpg |  Opel Astra H Рестайлинг1.4 AT (90 л.с.)  | #9c9999 | 350 000 |  2008  |  130 000 км  |  1.4 AT (90 л.с.)хэтчбек, бензин, передний  | Брянск | 15.01.15
1004028778-c13b | http://is11.auto.ru/all/images/00/76/60x45/0076ba5e.jpg |  Opel Astra G1.4 MT (90 л.с.)  | #CACECB | 255 000 |  2004  |  121 000 км  |  1.4 MT (90 л.с.)седан, бензин, передний  | Тверь | 14.01.15
1005817069-6f51 | http://is16.auto.ru/all/images/a5/a0/60x45/a5a0f660.jpg |  Opel Astra G2.2 AT (147 л.с.)  | #FFCC00 | 260 000 |  2003  |  210 000 км  |  2.2 AT (147 л.с.)купе, бензин, передний  | Москва | 14.01.15
1006503171-ab29f4 | http://is17.auto.ru/all/images/5d/4f/60x45/5d4fb14d.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #000000 | 550 000 |  2011  |  60 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Тамбов | 14.01.15
1006262345-1016 | /i/all7/img/no-photo-thumb.gif |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #926547 | 850 000 |  2013  |  19 000 км  |  1.4 AT (140 л.с.)универсал, бензин, передний  | Санкт-Петербург | 14.01.15
