1007255473-928d | http://is8.auto.ru/all/images/f9/ed/60x45/f9edc7da.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #FFFFFF | 455 000 |  2011  |  98 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Протвино | 23.01.15
1006923781-b2c8 | http://is12.auto.ru/all/images/9f/4a/60x45/9f4a46c6.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #000000 | 545 000 |  2010  |  66 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Воронеж | 17.01.15
1005379237-6e18e9 | http://is17.auto.ru/all/images/88/1a/60x45/881a07cf.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #CACECB | 999 000 |  2014  |  4 018 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1006921921-608322 | http://is17.auto.ru/all/images/e5/ac/60x45/e5ac8273.jpg |  Kia Cee'd I2.0 MT (143 л.с.)  | #CC0033 | 460 000 |  2008  |  60 000 км  |  2.0 MT (143 л.с.)хэтчбек, бензин, передний  | Старый Оскол | 17.01.15
1005569033-b1860 | http://is8.auto.ru/all/images/6d/39/60x45/6d39271c.jpg |  Kia Cee'd II1.6 AT  | #926547 | 880 000 |  2014  |  5 500 км  |  1.6 ATхэтчбек, бензин, передний  | Москва | 17.01.15
1005815303-40b968 | http://is18.auto.ru/all/images/22/89/60x45/2289e56b.jpg |  Kia Cee'd II1.6 MT (129 л.с.)  | #FFFFFF | 720 000 |  2014  |  14 000 км  |  1.6 MT (129 л.с.)хэтчбек, бензин, передний  | Калуга | 17.01.15
1003899164-303766 | http://is3.auto.ru/all/images/bd/96/60x45/bd9660b3.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #FF0000 | 490 000 |  2010  |  55 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Пушкин | 17.01.15
1006879309-91416 | http://is7.auto.ru/all/images/a4/dd/60x45/a4ddfab0.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #9c9999 | 390 000 |  2008  |  94 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Климовск | 17.01.15
1006878987-fd67 | http://is3.auto.ru/all/images/68/4a/60x45/684a6998.jpg |  Kia Cee'd I2.0 MT (143 л.с.)  | #0000FF | 450 000 |  2009  |  83 000 км  |  2.0 MT (143 л.с.)хэтчбек, бензин, передний  | Брянск | 17.01.15
1006878447-d98b0 | http://is11.auto.ru/all/images/dd/5e/60x45/dd5e73e5.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #000000 | 605 000 |  2010  |  109 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 16.01.15
1003422212-fe8a | http://is17.auto.ru/all/images/85/92/60x45/85920c3d.jpg |  Kia Cee'd I1.4 MT (109 л.с.)  | #9966CC | 400 000 |  2008  |  120 000 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Иваново | 16.01.15
1003422388-4d4b | http://is17.auto.ru/all/images/ad/db/60x45/addb6dba.jpg |  Kia Cee'd I1.4 MT (109 л.с.)  | #9966CC | 400 000 |  2008  |  120 000 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Ярославль | 16.01.15
1006877951-75185 | http://is8.auto.ru/all/images/62/1e/60x45/621ee909.jpg |  Kia Cee'd I2.0 AT (143 л.с.)  | #000000 | 550 000 |  2009  |  84 000 км  |  2.0 AT (143 л.с.)универсал, бензин, передний  | Ивантеевка | 16.01.15
45844098-a7ec | http://is16.auto.ru/all/images/72/8e/60x45/728e99aa.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 450 000 |  2009  |  85 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006875067-a3ce | http://is12.auto.ru/all/images/63/59/60x45/63595062.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #9c9999 | 600 000 |  2011  |  75 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Можайск | 16.01.15
1006875631-3c2b | http://is5.auto.ru/all/images/41/29/60x45/412997f8.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #9c9999 | 516 660 |  2008  |  213 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Севастополь | 16.01.15
1006874339-d6557e | http://is15.auto.ru/all/images/0a/0b/60x45/0a0b555f.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 465 000 |  2008  |  85 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Энгельс | 16.01.15
47134180-295fc9 | http://is2.auto.ru/all/images/70/27/60x45/70279191.jpg |  Kia Cee'd I2.0 AT (143 л.с.)  | #FF0000 | 415 000 |  2007  |  125 000 км  |  2.0 AT (143 л.с.)хэтчбек, бензин, передний  | Конаково | 16.01.15
1006626279-fabbea | http://is6.auto.ru/all/images/33/ba/60x45/33ba943f.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #9c9999 | 535 000 |  2010  |  82 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006516825-2a941 | http://is11.auto.ru/all/images/e2/08/60x45/e2085be1.jpg |  Kia Cee'd II1.4 MT (100 л.с.)  | #9c9999 | 610 000 |  2012  |  27 000 км  |  1.4 MT (100 л.с.)хэтчбек, бензин, передний  | Таганрог | 16.01.15
1006747167-f34e1e | http://is18.auto.ru/all/images/c0/0e/60x45/c00e72d3.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #926547 | 650 000 |  2012  |  35 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1006870165-abca | http://is3.auto.ru/all/images/5f/b9/60x45/5fb9c1f7.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #9c9999 | 485 000 |  2007  |  120 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 16.01.15
1005760705-3cec1 | http://is16.auto.ru/all/images/dc/67/60x45/dc6796ff.jpg |  Kia Cee'd I2.0 MT (143 л.с.)  | #FFFFFF | 440 000 |  2008  |  142 000 км  |  2.0 MT (143 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1006871665-8817e | http://is3.auto.ru/all/images/e8/dc/60x45/e8dc4d2e.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FFFFFF | 800 000 |  2012  |  50 000 км  |  1.6 AT (129 л.с.)универсал, бензин, передний  | Москва | 16.01.15
1006870027-182d | http://is18.auto.ru/all/images/68/d4/60x45/68d4e220.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FFFFFF | 640 000 |  2012  |  86 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Нижний Новгород | 16.01.15
1006869233-e7eba | http://is17.auto.ru/all/images/e3/ae/60x45/e3ae08f9.jpg |  Kia Cee'd I Рестайлинг1.4 MT (109 л.с.)  | #ffefd5 | 455 000 |  2010  |  67 105 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Ярославль | 16.01.15
1005045727-08c2 | http://is9.auto.ru/all/images/41/a4/60x45/41a4c3b8.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #FFFFFF | 470 000 |  2010  |  91 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1005638621-e443e | http://is18.auto.ru/all/images/1e/a2/60x45/1ea29498.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FF0000 | 870 000 |  2014  |  8 800 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006867615-0b1f1e | http://is2.auto.ru/all/images/61/99/60x45/619988a1.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #CACECB | 520 000 |  2010  |  60 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Вязьма | 16.01.15
1005808145-363b | http://is12.auto.ru/all/images/a3/7b/60x45/a37b68ba.jpg |  Kia Cee'd I1.6d MT (115 л.с.)  | #0000FF | 380 000 |  2008  |  130 000 км  |  1.6d MT (115 л.с.)хэтчбек, дизель, передний  | Брянск | 16.01.15
1006464719-93ed1c | http://is18.auto.ru/all/images/a9/f3/60x45/a9f3e242.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #ffefd5 | 500 000 |  2009  |  90 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1006209511-f0c1f | http://is12.auto.ru/all/images/d8/90/60x45/d8904de4.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #ffefd5 | 445 000 |  2010  |  48 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Брянск | 16.01.15
1006865907-ccae | http://is13.auto.ru/all/images/59/8f/60x45/598fa7f8.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #CACECB | 495 000 |  2009  |  84 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Ставрополь | 16.01.15
1004211469-f5e80c | http://is13.auto.ru/all/images/8b/cf/60x45/8bcfdc7c.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FF0000 | 949 900 |  2012  |  18 600 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006865759-d315 | http://is2.auto.ru/all/images/16/05/60x45/1605c7d1.jpg |  Kia Cee'd I Рестайлинг1.4 MT (109 л.с.)  | #FFFFFF | 460 000 |  2011  |  32 000 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Киров | 16.01.15
1006742089-6ab9b | http://is5.auto.ru/all/images/2d/cb/60x45/2dcbcc02.jpg |  Kia Cee'd I Рестайлинг2.0 AT (143 л.с.)  | #000000 | 555 000 |  2011  |  86 000 км  |  2.0 AT (143 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1006863963-701ce9 | http://is14.auto.ru/all/images/69/12/60x45/6912e97d.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #9c9999 | 517 000 |  2011  |  76 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 16.01.15
1005809313-d37e | http://is11.auto.ru/all/images/16/0c/60x45/160c01d1.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #FFFFFF | 585 000 |  2011  |  57 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Краснодар | 16.01.15
1006858951-9395be | http://is16.auto.ru/all/images/d6/7b/60x45/d67bf133.jpg |  Kia Cee'd I1.4 MT (109 л.с.)  | #CACECB | 360 000 |  2007  |  82 500 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Рязань | 16.01.15
1002027479-eedf | http://is6.auto.ru/all/images/4f/d4/60x45/4fd41d2a.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #0000FF | 552 900 |  2010  |  82 000 км  |  1.6 MT (122 л.с.)универсал, бензин, передний  | Москва | 16.01.15
1004705803-a87e7 | http://is1.auto.ru/all/images/4c/3d/60x45/4c3d871f.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #0000FF | 463 900 |  2008  |  101 000 км  |  1.6 MT (122 л.с.)универсал, бензин, передний  | Москва | 16.01.15
1006460271-7dd53 | /i/all7/img/no-photo-thumb.gif |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #9c9999 | 550 000 |  2010  |  104 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006862551-83fa | http://is1.auto.ru/all/images/0a/41/60x45/0a4151b3.jpg |  Kia Cee'd II1.6 MT (129 л.с.)  | #000000 | 670 000 |  2013  |  35 000 км  |  1.6 MT (129 л.с.)универсал, бензин, передний  | Тюмень | 16.01.15
1006862305-96388d | http://is14.auto.ru/all/images/be/66/60x45/be66b5fb.jpg |  Kia Cee'd I Рестайлинг1.4 MT (109 л.с.)  | #FFFFFF | 530 000 |  2011  |  52 000 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Воронеж | 16.01.15
1005097581-7e8b55 | http://is16.auto.ru/all/images/45/8f/60x45/458fe8a5.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #FF0000 | 335 000 |  2008  |  197 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Усмань | 16.01.15
1006862109-bf79 | http://is9.auto.ru/all/images/7e/a1/60x45/7ea10bee.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #9c9999 | 410 000 |  2008  |  150 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006861253-d5a7ad | http://is17.auto.ru/all/images/c0/cf/60x45/c0cfc336.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #CACECB | 809 900 |  2014  |  3 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Чебоксары | 16.01.15
1006629893-ed7d41 | http://is2.auto.ru/all/images/e6/98/60x45/e698521b.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #9c9999 | 560 000 |  2010  |  106 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 16.01.15
1005324683-52e680 | http://is13.auto.ru/all/images/95/d6/60x45/95d6c1d8.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #ffefd5 | 630 000 |  2011  |  37 450 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006856909-c7c41a | http://is18.auto.ru/all/images/6d/5b/60x45/6d5b7e03.jpg |  Kia Cee'd I2.0 MT (143 л.с.)  | #34ba2b | 400 000 |  2008  |  76 000 км  |  2.0 MT (143 л.с.)хэтчбек, бензин, передний  | Тверь | 16.01.15
49982348-18da62 | http://is7.auto.ru/all/images/f2/09/60x45/f2095cb7.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #FFFFFF | 485 000 |  2009  |  110 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006814713-db42 | http://is11.auto.ru/all/images/20/b2/60x45/20b2d738.jpg |  Kia Cee'd I Рестайлинг1.4 MT (109 л.с.)  | #FFFFFF | 410 000 |  2010  |  65 000 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Дубна | 15.01.15
1006813853-0fa5c | http://is5.auto.ru/all/images/69/28/60x45/69286ec6.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #ffefd5 | 475 000 |  2010  |  75 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Ярославль | 15.01.15
1006749525-19837 | http://is5.auto.ru/all/images/f6/37/60x45/f6371285.jpg |  Kia Cee'd II1.4 MT (100 л.с.)  | #9c9999 | 590 000 |  2013  |  17 000 км  |  1.4 MT (100 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 15.01.15
1006812851-3ee53f | http://is3.auto.ru/all/images/4f/66/60x45/4f66cdfb.jpg |  Kia Cee'd I2.0 AT (143 л.с.)  | #9c9999 | 510 000 |  2008  |  110 000 км  |  2.0 AT (143 л.с.)универсал, бензин, передний  | Рязань | 15.01.15
1006811251-f083 | http://is6.auto.ru/all/images/82/56/60x45/8256a47d.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #000000 | 529 000 |  2010  |  85 500 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Воронеж | 15.01.15
1006810379-bc39 | http://is6.auto.ru/all/images/e5/cb/60x45/e5cb92a1.jpg |  Kia Cee'd I1.4 MT (109 л.с.)  | #000000 | 335 000 |  2007  |  85 692 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1006809871-e94f | http://is2.auto.ru/all/images/6e/f9/60x45/6ef92395.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #9c9999 | 820 000 |  2013  |  26 000 км  |  1.6 AT (129 л.с.)универсал, бензин, передний  | Москва | 15.01.15
1006262683-69c7 | http://is5.auto.ru/all/images/6e/3b/60x45/6e3b1f7a.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 450 000 |  2009  |  101 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 15.01.15
1004425559-177d | http://is2.auto.ru/all/images/e7/2d/60x45/e72d04c5.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #FF0000 | 649 740 |  2011  |  77 679 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 15.01.15
1005806859-68d1 | http://is3.auto.ru/all/images/ca/ea/60x45/caea8a1f.jpg |  Kia Cee'd II1.4 MT (100 л.с.)  | #926547 | 625 974 |  2013  |  18 795 км  |  1.4 MT (100 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1004019058-4b70d9 | http://is6.auto.ru/all/images/cb/1b/60x45/cb1b23e4.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #0000FF | 453 288 |  2008  |  128 293 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1003699304-adbf | http://is5.auto.ru/all/images/01/22/60x45/0122b88c.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #FF0000 | 494 190 |  2010  |  155 333 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1002606467-7770 | http://is13.auto.ru/all/images/6c/9d/60x45/6c9d162d.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FF0000 | 919 030 |  2013  |  22 891 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1002873851-1f4f0 | http://is13.auto.ru/all/images/c8/cc/60x45/c8cc4816.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FF9966 | 949 050 |  2013  |  5 281 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1005318683-876b | http://is14.auto.ru/all/images/31/32/60x45/3132b4fc.jpg |  Kia Cee'd I2.0 AT (143 л.с.)  | #FF0000 | 510 000 |  2008  |  153 359 км  |  2.0 AT (143 л.с.)универсал, бензин, передний  | Москва | 15.01.15
1002107269-a3045 | http://is14.auto.ru/all/images/e0/46/60x45/e0460c9c.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #0000FF | 631 788 |  2011  |  42 925 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1002414739-e82be3 | http://is9.auto.ru/all/images/13/c5/60x45/13c5ec9e.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 541 671 |  2009  |  100 201 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1004265547-90647 | http://is14.auto.ru/all/images/cd/78/60x45/cd78b8e0.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #0000FF | 804 780 |  2012  |  51 699 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1003836124-5872 | /i/all7/img/no-photo-thumb.gif |  Kia Cee'd I1.6 AT (122 л.с.)  | #ffefd5 | 544 680 |  2009  |  102 872 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 15.01.15
1004431497-1e6e12 | http://is12.auto.ru/all/images/a2/a7/60x45/a2a7c17f.jpg |  Kia Cee'd I2.0 MT (143 л.с.)  | #ffefd5 | 415 000 |  2008  |  121 000 км  |  2.0 MT (143 л.с.)хэтчбек, бензин, передний  | Пушкино | 15.01.15
1006799169-cf24d | http://is6.auto.ru/all/images/bc/41/60x45/bc41d20f.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #ffefd5 | 520 000 |  2011  |  48 500 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Казань | 15.01.15
1006798871-daa4aa | http://is4.auto.ru/all/images/3a/61/60x45/3a61b2ca.jpg |  Kia Cee'd I2.0 AT (143 л.с.)  | #FF0000 | 450 000 |  2008  |  177 000 км  |  2.0 AT (143 л.с.)хэтчбек, бензин, передний  | Канаш | 15.01.15
